Word	" ""Score"""
live_axle	0
live_birth	0
live_body	0
live_down	0
live_in	0
live_it_up	0
live_load	0
live_oak	0
live_on	-1.173321011
live_out	0
live_over	0
live_steam	0
live_together	0
live_up_to	-0.63424
live_wire	0
live_with	-0.31712
liveable	0
liveborn	0
liveborn_infant	0
livedo	0
livelihood	0
liveliness	0
livelong	0
livelong	0
lively	0
liven	0
liven_up	0
liveness	0
liver	0
liver	0
liver-colored	0
liver-spotted_dalmatian	0
liver_cancer	0
liver_chestnut	0
liver_disease	0
liver_fluke	0
liver_pudding	0
liver_rot	0
liver_sausage	0
liver_spot	0
liveried	0
liverish	0
liverleaf	0
liverwort	0
liverwurst	0
livery	0
livery	0
livery_company	0
livery_driver	0
livery_stable	0
liveryman	0
livestock	0
livid	0
lividity	0
lividly	0
lividness	0
living	0
living	-0.31712
living-room	0
living_accommodations	0
living_arrangement	0
living_dead	0
living_death	0
living_granite	0
living_quarters	0
living_rock	0
living_room	0
living_space	0
living_stone	0
living_substance	0
living_thing	0
living_trust	0
living_wage	0
living_will	0
livingroom_set	0
livingroom_suite	0
livingstone_daisy	0
liza	0
lizard	0
lizard's-tail	0
lizard's-tail_family	0
lizard_orchid	0
lizardfish	0
llama	0
llano	0
lm	0
loach	0
load	0
load	0
load-bearing	0
load-shedding	0
load_down	0
load_factor	0
load_line	0
load_up	0
loaded	0
loaded_down	0
loader	0
loading	0.31712
loading_area	0
loading_dock	0
loading_zone	0
loads	0.06208
loadstar	0
loadstone	0
loaf	0
loaf	0.339413413
loaf_of_bread	0
loaf_sugar	0
loafer	0.31712
loafing	0.31712
loam	0
loamless	0
loamy	0
loan	0
loan	0
loan-blend	0
loan_application	0
loan_approval	0
loan_collection	0
loan_office	0
loan_participation	0
loan_shark	0
loan_translation	0
loanblend	0
loaner	0
loaning	0
loanword	0
loasa	0
loasa_family	0
loath	0
loathe	0.31712
loather	0
loathing	0
loathly	0
loathsome	0
loathsomeness	0.31712
lob	0
lob	0
lobar	0
lobar_pneumonia	0
lobate	0
lobate_foot	0
lobated	0
lobby	0
lobby	0
lobbying_expense	0
lobbyism	0
lobbyist	0
lobe	0
lobe-finned_fish	0
lobe_of_the_lung	0
lobectomy	0
lobed	0
lobed_leaf	0
lobed_spleenwort	0
lobefin	0
lobelia	0
lobelia_family	0
lobeliaceous	0
loblolly	0
loblolly_pine	0
lobotomy	0
lobscouse	0
lobscuse	0
lobster	0
lobster-backed	0
lobster_Newburg	0
lobster_a_la_Newburg	0
lobster_butter	0
lobster_plant	0
lobster_pot	0
lobster_stew	0
lobster_tail	0
lobster_tart	0
lobster_thermidor	0
lobsterback	0
lobsterman	0
lobular	0
lobularity	0
lobule	0
lobworm	0
local	0
local	0
local_anaesthesia	0
local_anaesthetic	0
local_anesthesia	0
local_anesthetic	0
local_area_network	0
local_authority	0
local_call	0
local_department	0
local_government	0
local_option	0
local_oscillator	0
local_post_office	0
local_road	0
local_street	0
local_time	0
locale	0
localisation	0.130052057
localisation_of_function	-0.291692803
localisation_principle	-0.06484765
localise	0
localised	0
localism	0
locality	0
localization	0.211885924
localization_of_function	-0.175009013
localization_principle	0.034314453
localize	0
localized	0
locally	0
locate	0
located	0
locater	0
locating	-0.063812511
location	0
locative	0
locative_role	0
locator	0
loch	0
lochia	0
lock	0
lock	0
lock-gate	0
lock-up_option	0
lock_away	0
lock_chamber	0
lock_in	0
lock_out	0
lock_ring	0
lock_up	0
lock_washer	0
lockage	0
lockbox	0
lockdown	0
locker	0
locker-room	0
locker_room	0
locket	0
locking	0
locking_pliers	0
lockjaw	0
lockkeeper	0
lockman	0
lockmaster	0
locknut	0
lockout	0
lockring	0
locksmith	0
lockstep	0
lockstitch	0
lockup	0
loco	0
loco_disease	0
locoism	0
locomote	0
locomotion	0
locomotive	0
locomotive	0
locomotive_engine	0
locomotive_engineer	0
locomotor	0
locomotor_ataxia	0
locoweed	0.63424
locule	0
loculus	0
locum	0
locum_tenens	0
locus	0
locus_classicus	0
locus_niger	0
locus_of_infection	0
locust	0
locust_bean	0
locust_pod	0
locust_tree	0
locution	0
loddon_pondweed	0
lode	0
lodestar	0
lodestone	0
lodge	0
lodge	0
lodge_in	0
lodgement	0
lodgepole	0
lodgepole_pine	0
lodger	0
lodging	0
lodging_house	0
lodgings	0
lodgment	0
loess	0
loft	0
loft	0
loft_bombing	0
loftily	0
loftiness	-0.31712
lofty	0
log	0
log	0.14311424
log-in	0
log_Z's	0
log_cabin	0
log_in	0
log_line	0
log_off	0
log_on	0
log_out	0
log_up	0
logagraphia	0
loganberry	0
logarithm	0
logarithmic	0
logarithmic_scale	0
logarithmically	0
logbook	0
loge	0
logger	0
loggerhead	0.232417792
loggerhead_shrike	0
loggerhead_turtle	-0.218220646
loggerheaded	0
loggia	0
logginess	0
logging	0
logic	2.48832
logic_bomb	0
logic_diagram	0
logic_element	0
logic_gate	0
logic_operation	0
logic_programing	0
logic_programming	0
logical	-0.144057232
logical_argument	0
logical_diagram	0
logical_fallacy	0
logical_implication	0
logical_operation	0
logical_positivism	0
logical_positivist	0
logical_proof	0
logical_quantifier	0
logical_relation	0
logical_system	-0.31712
logical_thinking	0
logical_topology	0
logicality	0
logically	0
logicalness	0
logician	0
logicism	0
loginess	0
logion	0
logistic	0
logistic_assessment	0
logistic_assistance	0
logistic_support	0
logistical	0
logistician	0
logistics	0
logjam	0
logo	0
logogram	0
logogrammatic	0
logogrammatically	0
logograph	0
logographic	0
logomach	0
logomachist	0
logomachy	0
logomania	0
logorrhea	0
logotype	0
logroll	0
logrolling	0
logwood	0
logwood_tree	0
logy	0
lohan	0
loin	0
loin_of_lamb	0
loincloth	0
loins	0
loir	0
loiter	0.276784484
loiterer	0
loligo	0
loll	-0.139312764
loll_around	-0.294460482
lollipop	0.232417792
lollipop_lady	0
lollipop_woman	0
lollop	0
lolly	-0.218220646
lollygag	0.172117944
lomatia	0
loment	0
lomustine	0
lone	0
lone_hand	0.465825203
lone_wolf	0.104258949
loneliness	-3.752728064
lonely	0
loner	-2.081661505
lonesome	0
lonesomeness	0.673997517
long	0
long	0
long	0
long-acting	0
long-ago	0
long-armed	0
long-beard	0
long-billed_marsh_wren	0
long-bodied	0
long-branched	0
long-chain	0
long-chain_molecule	0
long-clawed_prawn	0
long-dated	0
long-distance	0
long-distance_call	0
long-distance_runner	0
long-eared_bat	0
long-eared_owl	0
long-faced	0
long-familiar	0
long-fin_tunny	0
long-haired	0
long-handled	0
long-handled_spade	0
long-head_coneflower	0
long-headed	0
long-horned_beetle	0
long-horned_grasshopper	0
long-jawed	0
long-lasting	0
long-legged	0
long-legs	0
long-life	0
long-lived	0
long-neck_clam	0
long-play	0
long-playing	0
long-range	0
long-run	0
long-shanked	0
long-snouted	0
long-spurred	0
long-spurred_violet	0
long-stalked	0
long-staple	0
long-staple_cotton	0
long-sufferance	0
long-suffering	0
long-suffering	0
long-tailed_porcupine	0
long-tailed_weasel	0
long-term	0
long-term_memory	0
long-wearing	0
long-winded	0
long-windedly	0
long-windedness	0
long-wool	0
long-wooled	0
long_ago	0
long_beech_fern	0
long_bone	0
long_chain	0
long_distance	0
long_division	0
long_dozen	0
long_fly	0
long_haul	0
long_horse	0
long_hundred	0
long_hundredweight	0
long_iron	0
long_johns	0
long_jump	0
long_measure	0
long_moss	0
long_pants	0
long_pepper	0
long_pillow	0
long_plane	0
long_run	0
long_saphenous_vein	0
long_shot	0
long_since	0
long_sleeve	0
long_suit	0
long_time	0
long_tom	0
long_ton	0
long_trousers	0
long_underwear	0
long_wave	0
long_whist	0
longan	0
longanberry	0
longanimity	-0.31712
longanimous	0
longar_palm	0
longbeard	0
longboat	0
longbow	0
longbowman	0
longcase_clock	0
longed-for	0
longer	0
longer	0
longest	0
longevity	2.48832
longfin_mako	0
longhand	0
longhand	0
longheaded_thimbleweed	0
longhorn	0
longicorn	0
longicorn_beetle	0
longing	0
longingly	0
longish	0
longitude	0
longitudinal	0
longitudinally	0
longleaf_pine	0
longlegs	0
longness	0
longroot	0
longshoreman	0
longshot	0
longsighted	0
longsightedness	0
longstanding	0
longtail_weasel	0
longtime	0
longueur	0
longways	0
longways	0
longways_dance	0
longwise	0
longwool	0
longyi	0
lontar	0
loo	0
loofa	0
loofah	0
look	0
look	0
look-alike	0
look-alike	0
look-over	0
look_across	0.382960305
look_after	0
look_around	0
look_at	-0.31712
look_away	0
look_back	0
look_backward	0
look_down_on	0
look_for	0
look_forward	0
look_into	0
look_like	0
look_on	0
look_out	0
look_out_on	-0.012642818
look_out_over	-0.089510496
look_sharp	0
look_to	0
look_up	-0.31712
look_up_to	-0.31712
look_upon	0
lookdown	0
lookdown_fish	0
looker	-0.63424
looker-on	0
looking	0
looking	0
looking-glass_plant	0
looking_at	0
looking_for	0
looking_glass	0
looking_glass_tree	0
lookout	0
lookout_man	0
lookout_station	0
lookup	0
loom	0
loom	-3.97664
loon	0
looney	0
loonie	0
loony	0
loony	0
loony_bin	0
loony_toons	0
loop	0
loop	0
loop-line	0
loop-the-loop	0
loop_gain	0
loop_knot	0
loop_topology	0
looper	0
loophole	0
looping	0
looping_ill	0
loopy	0
loose	-0.63559424
loose	0
loose	-0.178607104
loose-fitting	0
loose-jointed	0
loose-jowled	0
loose-leaf_lettuce	0
loose_cannon	0
loose_end	0
loose_off	0
loose_sentence	0
loose_smut	0
loose_woman	0
looseleaf	0
loosely	0
loosely_knit	0
loosen	0.901276877
loosen_up	0
loosened	0
looseness	0
looseness_of_the_bowels	0
loosening	-0.31712
loosestrife	0
loosestrife_family	0
loot	-0.31712
loot	0
looted	0
looter	0
looting	0.31712
lop	0
lop-eared	0
lop_off	0
lope	0
lope	0
lopper	0
lopsided	0
lopsidedly	0
lopsidedness	0
loquacious	0
loquaciously	0
loquaciousness	0
loquacity	0
loquat	0
loquat_tree	0
lorazepam	0
lorchel	0
lord	0
lord	0
lord_it_over	0
lordless	0
lordliness	0
lordly	0
lordolatry	0
lordosis	0
lordotic	0
lords-and-ladies	0
lordship	0
lore	0
lorgnette	0
lorica	0
lorikeet	0
lorry	0
lory	0
lose	-6.95328
lose_it	0
lose_one's_temper	0
lose_sight_of	0
lose_track	0
lose_weight	0
loser	-3.97664
losing_streak	0
losings	0.150870016
loss	-3.97664
loss_leader	0
loss_of_consciousness	0
loss_ratio	0
losses	0.575789773
lossless	0
lossy	0
lost	0
lost	0
lost-and-found	0
lost_cause	0
lot	0
lot	0.31712
lota	0
loth	0
loti	0
lotic	0
lotion	0
lots	0
lots	0
lotte	0
lottery	0
lottery_winner	0
lotto	0
lotus	0
lotus-eater	0
lotus_land	0
lotus_position	0
lotus_tree	0
lotusland	0
louche	0
loud	0
loud	0
loud-hailer	0
loud-mouthed	0
loud-voiced	0
loud_hailer	0
loud_pedal	0
louden	0
loudly	0
loudmouth	0
loudness	0.31712
loudspeaker	0
loudspeaker_system	0
loufah_sponge	0
lough	0
louis_d'or	0
lounge	0
lounge	0.19207082
lounge_about	0.006477706
lounge_around	0.097860756
lounge_car	0
lounge_chair	0
lounge_lizard	0
lounge_suit	0
lounger	0
loungewear	0
lounging_jacket	0
lounging_pajama	0
lounging_pyjama	0
lounging_robe	0
loup-garou	0
loupe	0
lour	0.31712
louse	0
louse_fly	0
louse_up	1.5856
lousiness	0.31712
lousy	0
lout	0
loutish	0
louvar	0
louver	0
louvered	0
louvered_window	0
louvre	0
lovable	0
lovage	0
lovastatin	0
love	0
love	0
love-in-a-mist	0
love-in-idleness	0
love-in-winter	0
love-lies-bleeding	0
love-philter	0
love-philtre	0
love-potion	0
love-song	0
love-token	0
love_affair	-0.31712
love_apple	0
love_bite	0
love_child	0.31712
love_feast	0
love_grass	0
love_handle	0
love_knot	0
love_letter	0
love_life	0
love_line	0
love_lyric	0
love_match	0
love_seat	0
love_song	0
love_story	-0.31712
love_tree	0
love_vine	0
loveable	0
lovebird	0
loved	0
loved_one	0
loveless	0
loveliness	3.97664
lovelorn	0
lovely	0
lovely	0
lovemaking	0
lover	2.48832
lover's_knot	0
loverlike	0
loverly	0
lovers'_knot	0
loveseat	0
lovesick	0
lovesickness	0
lovesome	-0.31712
loving	0
loving-kindness	0
loving_cup	0
lovingly	0
lovingness	-0.63424
low	0
low	0.232417792
low	-2.48832
low	0
low-altitude	0
low-backed	0
low-beam	0
low-birth-weight_baby	0
low-birth-weight_infant	0
low-budget	0
low-bush_blueberry	0
low-cal	0
low-calorie_diet	0
low-carbon_steel	0
low-ceilinged	0
low-class	0
low-cost	0
low-cut	0
low-density	0
low-density_lipoprotein	0
low-down	0
low-down	0.31712
low-fat_diet	0
low-fat_milk	0
low-grade	0
low-growing	0
low-interest	0
low-key	0
low-keyed	0
low-level	0
low-level_formatting	0
low-level_radioactive_waste	0
low-lying	0
low-necked	0
low-pass_filter	0
low-pitched	0
low-powered	0
low-pressure	0
low-priced	0
low-resolution	0
low-rise	0
low-salt_diet	0
low-set	0
low-sodium_diet	0
low-spirited	0
low-spiritedness	0
low-sudsing	0
low-tech	0
low-tension	0
low-toned	0
low-voltage	0
low-warp-loom	0
low-water_mark	0
low_St_Andrew's_cross	0
low_beam	0
low_blow	0
low_blueberry	0
low_brass	0
low_comedy	0
low_density	0
low_explosive	0
low_frequency	0
low_gallberry_holly	0
low_gear	-0.218220646
low_level_flight	0
low_pitch	0
low_profile	0
low_quality	0.31712
low_relief	0
low_spirits	0
low_status	0
low_temperature	0.31712
low_tide	0
low_water	0
lowan	0
lowball	0
lowborn	0
lowboy	0
lowbred	0
lowbrow	0
lowbrow	0
lowbrowed	0
lowbush_cranberry	0
lowbush_penstemon	0
lower	0
lower	0
lower-case_letter	0
lower-class	0
lower-middle-class	0
lower-ranking	0
lower_berth	0
lower_bound	0
lower_cannon	0
lower_class	0
lower_court	0
lower_criticism	0
lower_deck	0
lower_jaw	0
lower_jawbone	0
lower_limit	0
lower_mantle	0
lower_oneself	0
lower_rank	0.375532032
lower_respiratory_infection	0
lower_respiratory_tract	0
lower_respiratory_tract_smear	0
lower_status	0.014197146
lowercase	0
lowercase	0
lowerclassman	0
lowered	0
lowering	0
lowering	0
loweringly	0
lowermost	0
lowest	0
lowest	0
lowest_common_multiple	0
lowland	0
lowland	0
lowland_burrowing_treefrog	0
lowland_fir	0
lowland_white_fir	0
lowlife	0.63424
lowliness	0
lowly	0
lowness	0
lowset	0
lox	0
loxapine	0
loxodrome	0
loyal	0
loyalist	0
loyally	0
loyalty	6.95328
lozenge	0
luau	0
lubber	0
lubber's_hole	0
lubber's_line	0
lubber's_mark	0
lubber's_point	0
lubber_line	0
lubberly	0
lube	0
lube	0
lubricant	0
lubricate	0
lubricated	0
lubricating_oil	0
lubricating_substance	0
lubricating_system	0
lubrication	0
lubricator	0
lubricious	0
lubricity	0
lucent	0
lucerne	0
lucid	0
lucidity	-0.375532032
lucidly	0
lucidness	-0.014197146
lucifer	0
luciferin	0
lucifugal	0
lucifugous	0
luck	1
luck_into	0
luck_it	0
luck_out	0
luck_through	0
luckily	2.48832
luckiness	0
luckless	0
lucky	0
lucky_dip	0
lucrative	0
lucrativeness	0
lucre	-0.31712
lucubrate	-0.31712
lucubration	0
luculent	0
lucullan	0
ludicrous	0
ludicrously	0
ludo	0
lues	0
lues_venerea	0
luff	0
luff	0
luffa	0
lug	0
lug	0.31712
lug_wrench	0
luge	0
luge	0
luger	0
luggage	0
luggage_carousel	0
luggage_carrier	0
luggage_carrousel	0
luggage_compartment	0
luggage_rack	0
luggage_van	0
lugger	0
luging	0
lugsail	0
lugubrious	0
lugubriously	0
lugubriousness	0.31712
lugworm	0
lukewarm	0
lukewarmly	0
lukewarmness	0
lull	-2.48832
lull	-0.31712
lullaby	0
lulu	-0.63424
lumbago	0
lumbar	0
lumbar_artery	0
lumbar_nerve	0
lumbar_pain	0
lumbar_plexus	0
lumbar_puncture	0
lumbar_vein	0
lumbar_vertebra	0
lumber	0
lumber	0.232417792
lumber_jacket	0
lumber_room	0
lumbering	0
lumbering	0
lumberjack	0
lumberman	0
lumberman's_saw	0
lumbermill	0
lumberyard	0
lumbosacral	0
lumbosacral_plexus	0
lumbus	0
lumen	0
luminance	-0.63424
luminance_unit	0
luminary	0
luminesce	0
luminescence	0
luminescent	0
luminism	0
luminosity	-0.751064064
luminous	0
luminous_energy	0
luminous_flux	0
luminous_flux_unit	0
luminous_intensity_unit	0
luminousness	-0.028394291
lumma	0
lummox	-0.14311424
lump	-0.232417792
lump	0
lump_sugar	0
lump_sum	0
lumpectomy	0
lumpen	0
lumpenproletariat	0
lumper	0
lumpfish	0
lumpish	0
lumpsucker	0
lumpy	0
lumpy_jaw	0
luna_moth	0
lunacy	0.31712
lunar	0
lunar_calendar	0
lunar_caustic	0
lunar_crater	0
lunar_day	0
lunar_eclipse	0
lunar_excursion_module	0
lunar_latitude	0
lunar_module	0
lunar_month	0
lunar_time_period	0
lunar_year	0
lunate	0
lunate_bone	0
lunatic	0
lunatic	-3.97664
lunatic_fringe	0
lunation	0
lunch	0
lunch	0
lunch_meat	0
lunch_meeting	0
lunch_period	0
luncheon	0
luncheon_meat	0
luncheon_meeting	0
luncheon_voucher	0
luncher	0
lunching	0
lunchroom	0
lunchtime	0
lunette	0
lung	0
lung-like	0
lung-power	0
lung_cancer	0
lunge	0
lunge	0
lungen	0
lunger	0
lungfish	0
lungi	0
lungless_salamander	0
lungyi	0
lunisolar	0
lunisolar_calendar	0
lunitidal_interval	0
lunkhead	0.31712
lunula	0
lunule	0
lupin	0
lupine	0
lupine	0
lupus	0
lupus_erythematosus	0
lupus_vulgaris	0
lurch	0
lurch	0.63424
lurcher	0
lure	0
lure	-1
lurid	0
luridly	0
luridness	0
lurk	-4.463774085
lurker	0
lurking_place	0
luscious	0
lusciously	0
lusciousness	0
lush	0
lush	0
lushness	0
lust	2.189033472
lust	0.63424
lust_after	0
lust_for_learning	0
luster	3.661274624
lusterless	0
lusterlessness	0
lusterware	0
lustful	0
lustfully	0
lustfulness	-0.50430935
lustily	0
lustiness	-0.31712
lustrate	0
lustre	-0.998646989
lustreless	0
lustrelessness	0
lustrous	0
lustrum	0
lusty	0
lusus_naturae	0.63424
lutanist	0
lute	0
luteal	0
luteal_phase	0
lutecium	0
lutefisk	0
lutein	0
luteinizing_hormone	0
lutenist	0
luteotropin	0
lutetium	0
lutfisk	0
luthier	0
luting	0
lutist	0
lux	0
luxate	0
luxation	0
luxe	0
luxuria	-0.50430935
luxuriance	0
luxuriant	0
luxuriantly	0
luxuriate	0.31712
luxuriation	0
luxurious	0
luxuriously	0
luxuriousness	-0.416102912
luxury	2.24741673
luxury_liner	0
lv	0
lvi	0
lvii	0
lviii	0
lwei	0
lx	0
lx	0
lxi	0
lxii	0
lxiii	0
lxiv	0
lxv	0
lxvi	0
lxvii	0
lxviii	0
lxx	0
lxxi	0
lxxii	0
lxxiii	0
lxxiv	0
lxxv	0
lxxvi	0
lxxvii	0
lxxviii	0
lxxx	0
lxxxi	0
lxxxii	0
lxxxiii	0
lxxxiv	0
lxxxv	0
lxxxvi	0
lxxxvii	0
lxxxviii	0
lycaenid	0
lycaenid_butterfly	0
lycanthrope	0
lycanthropy	0
lycee	0
lyceum	0
lychee	0
lychgate	0
lychnis	0
lycopene	0
lycopod	0
lye	0
lye_hominy	0
lygaeid	0
lygaeid_bug	0
lygus_bug	0
lying	-3.97664
lying-in	0.31712
lying_in_wait	0
lying_in_wait	0.63424
lying_under_oath	0
lymantriid	0
lyme_grass	0
lymph	0
lymph_cell	0
lymph_gland	0
lymph_node	0
lymph_vessel	0
lymphadenitis	0
lymphadenoma	0
lymphadenopathy	0
lymphangiectasia	0
lymphangiectasis	0
lymphangiogram	0
lymphangiography	0
lymphangioma	0
lymphangitis	0
lymphatic	0
lymphatic_system	0
lymphatic_tissue	0
lymphatic_vessel	0
lymphedema	0
lymphoblast	0
lymphoblast-like	0
lymphoblastic_leukemia	0
lymphocyte	0
lymphocytic	0
lymphocytic_choriomeningitis	0
lymphocytic_choriomeningitis_virus	0
lymphocytic_leukemia	0
lymphocytopenia	0
lymphocytosis	0
lymphogranuloma	0
lymphogranuloma_venereum	0
lymphography	0
lymphoid	0
lymphoid_tissue	0
lymphokine	0
lymphoma	0
lymphopathia_venereum	0
lymphopenia	0
lymphopoiesis	0
lymphuria	0
lynch	0
lynch_law	0
lynch_mob	0
lynching	0
lynchpin	-0.31712
lynx	0
lynx-eyed	0
lyonnaise	0
lyophilisation	0
lyophilise	0
lyophilised	0
lyophilization	0
lyophilize	0
lyophilized	0
lypressin	0
lyrate	0
lyrate_leaf	0
lyre	0
lyre-flower	0
lyre-shaped	0
lyre_snake	0
lyrebird	0
lyreflower	0
lyric	0
lyric	2.330637312
lyric	0
lyric_poem	-0.499323494
lyrical	0
lyricality	0
lyrically	0
lyricism	0
lyricist	0
lyrist	0
lysergic_acid	0
lysergic_acid_diethylamide	0
lysin	0
lysine	0
lysine_intolerance	0
lysinemia	0
lysis	0
lysogenic	0
lysogenicity	0
lysogenisation	0
lysogenization	0
lysogenize	0
lysogeny	0
lysosome	0
lysozyme	0
lyssa	0.31712
lyssavirus	0
m	0
m	0
mA	0
mRNA	0
mV	0
ma	0
ma'am	0
maar	0
mac	0
macabre	0
macadam	0
macadamia	0
macadamia_nut	0
macadamia_nut_tree	0
macadamia_tree	0
macadamise	0
macadamize	0
macamba	0
macaque	0
macaroni	0
macaroni_and_cheese	0
macaroni_salad	0
macaroni_wheat	0
macaronic	0
macaroon	0
macaw	0
mace	0
macebearer	0
macedoine	0
macer	0
macerate	0.31712
maceration	0
macerative	0
machete	0
machicolate	0
machicolation	0
machilid	0
machinate	-0.31712
machination	0
machinator	0.31712
machine	0
machine	0
machine-accessible	0
machine-controlled	0
machine-displayable_text	0
machine-driven	0
machine-made	0
machine-oriented_language	0
machine-readable_text	0
machine-wash	0
machine_bolt	0
machine_code	0
machine_gun	0
machine_gun	0
machine_gunner	0
machine_language	0
machine_operation	0
machine_pistol	0
machine_politician	0.31712
machine_readable	0
machine_readable_dictionary	0
machine_rifle	0
machine_screw	0
machine_shop	0
machine_stitch	0
machine_tool	0
machine_translation	0
machine_wash	0
machinelike	0
machinery	0
machinist	0
machinist's_vise	0
machismo	0
machmeter	0
macho	0
macho	0
macho-man	-0.31712
macintosh	0
mack	0
mackerel	0
mackerel_scad	0
mackerel_shad	0
mackerel_shark	0
mackerel_sky	0
mackinaw	0
mackintosh	0
mackle	0
macon	0
maconnais	0
macrame	0
macrame	0
macrencephalic	0
macrencephalous	0
macrencephaly	0
macro	0
macro	0
macro_instruction	0
macrobiotic	0
macrobiotic_diet	0
macrobiotics	0
macrocephalic	0
macrocephalous	0
macrocephaly	0
macrocosm	0
macrocosmic	0
macrocyte	0
macrocytic_anaemia	0
macrocytic_anemia	0
macrocytosis	0
macroeconomic	0
macroeconomic_expert	0
macroeconomics	0
macroeconomist	0
macroevolution	0
macroglia	0
macroglossia	0
macromolecular	0
macromolecule	0
macron	0
macrophage	0
macroscopic	0
macroscopic_anatomy	0
macroscopical	0
macroscopically	0
macrosporangium	0
macrospore	0
macrotus	0
macrozamia	0
macula	0
macula_lutea	0
macular_area	0
macular_degeneration	0
macular_edema	0
maculate	0
maculate	0.63424
maculation	0
macule	0
macumba	0
macushla	0
mad	0
mad-dog_skullcap	0
mad-dog_weed	0
mad_apple	0
mad_cow_disease	0
madake	0
madam	0
madame	0
madcap	0
madcap	0.31712
madden	0
maddened	0
maddening	0
madder	0
madder	0
madder_family	0
madderwort	0
made	0
made-to-order	0
made-up	0
mademoiselle	0
madhouse	0
madia_oil	0
madia_oil_plant	0
madly	0.63424
madman	-3.97664
madnep	0
madness	-8.4416
madras	0
madrasa	0
madrasah	0
madrepore	0
madrigal	0
madrigal	0
madrigalist	0
madrilene	0
madriporian_coral	0
madrona	0
madrono	0
madwoman	0
madwort	0
maelstrom	0
maenad	0
maestro	0
maffia	0
mafia	0
mafioso	0
mag	0
mag_tape	0
magazine	0
magazine_article	0
magazine_publisher	0
magazine_rack	0
magdalen	0
magenta	0
magenta	0
magenta_pink	0
maggot	0
maggoty	0
magic	0
magic	0
magic_bullet	0
magic_eye	0
magic_lantern	0
magic_mushroom	0
magic_number	0
magic_realism	0
magic_spell	-0.375532032
magic_square	0
magic_trick	0.63424
magical	0
magical_ability	0
magical_power	0
magical_spell	-0.014197146
magically	0
magician	0
magilp	0
magisterial	0
magisterially	0
magistracy	0
magistrate	0
magistrature	0
maglev	0
magma	0
magna_cum_laude	0
magna_cum_laude	0
magnanimity	0
magnanimous	0
magnanimously	0
magnanimousness	-0.63424
magnate	0
magnesia	0
magnesite	0
magnesium	0
magnesium_bicarbonate	0
magnesium_carbonate	0
magnesium_hydroxide	0
magnesium_nitride	0
magnesium_oxide	0
magnesium_sulfate	0
magnet	-0.31712
magnetic	0
magnetic_attraction	0
magnetic_bottle	0
magnetic_bubble_memory	0
magnetic_compass	0
magnetic_core	0
magnetic_core_memory	0
magnetic_declination	0
magnetic_dip	0
magnetic_dipole	0
magnetic_dipole_moment	0
magnetic_disc	0
magnetic_disk	0
magnetic_equator	0
magnetic_field	0
magnetic_field_strength	0
magnetic_flux	0
magnetic_flux_density	0
magnetic_flux_unit	0
magnetic_force	0
magnetic_head	0
magnetic_inclination	0
magnetic_induction	0
magnetic_ink	0
magnetic_intensity	0
magnetic_iron-ore	0
magnetic_levitation	0
magnetic_line_of_force	0
magnetic_medium	0
magnetic_meridian	0
magnetic_mine	0
magnetic_moment	0
magnetic_monopole	0
magnetic_needle	0
magnetic_north	0
magnetic_pole	0
magnetic_pyrites	0
magnetic_recorder	0
magnetic_resonance	0
magnetic_resonance_imaging	0
magnetic_storage	0
magnetic_storage_medium	0
magnetic_storm	0
magnetic_stripe	0
magnetic_tape	0
magnetic_variation	0
magnetically	0
magnetics	0
magnetisation	0
magnetise	0
magnetised	0
magnetism	0
magnetite	0
magnetization	0
magnetize	0
magnetized	0
magneto	0
magnetoelectric_machine	0
magnetograph	0
magnetohydrodynamics	0
magnetometer	0
magnetomotive_force	0
magnetomotive_force_unit	0
magneton	0
magnetosphere	0
magnetron	0
magnification	0.31712
magnificence	8.4416
magnificent	0
magnificently	0
magnifico	0
magnified	0
magnifier	0
magnify	0
magnifying_glass	0
magniloquence	0
magniloquent	0
magniloquently	0
magnitude	0
magnitude_relation	0
magnolia	0
magnolia_family	0
magnoliid_dicot_family	0
magnoliid_dicot_genus	0
magnoliopsid	0
magnoliopsid_family	0
magnoliopsid_genus	0
magnum	0
magnum_opus	0
magnus_hitch	0
magpie	0
maguey	0
magus	0
mahagua	0
maharaja	0
maharajah	0
maharanee	0
maharani	0
mahatma	0
mahimahi	0
mahjong	0
mahlstick	0
mahoe	0
mahogany	0
mahogany-red	0
mahogany_family	0
mahogany_tree	0
mahout	0
mahuang	0
maid	0
maid_of_honor	0
maiden	0
maiden	0
maiden_aunt	0
maiden_blue-eyed_Mary	0
maiden_flight	0
maiden_name	0
maiden_over	0
maiden_pink	0
maiden_voyage	0
maidenhair	0
maidenhair_berry	0
maidenhair_fern	0
maidenhair_spleenwort	0
maidenhair_tree	0
maidenhead	0
maidenhood	0
maidenlike	0
maidenliness	0
maidenly	0
maidhood	0
maidism	0
maidservant	0
maieutic_method	0
maiger	0
maigre	0
maikoa	0
mail	0
mail	0
mail-cheeked	0
mail-clad	0
mail-order_buying	0
mail_boat	0
mail_call	0
mail_car	0
mail_carrier	0
mail_clerk	0
mail_fraud	0
mail_order	0
mail_out	0
mail_pouch	0
mail_service	0
mail_slot	0
mail_train	0
mailbag	0
mailboat	0
mailbox	0
maildrop	0
mailed	0
mailer	0
mailing	0
mailing-card	0
mailing_address	0
mailing_list	0
maillot	0
mailman	0
mailsorter	0
maim	0
maimed	0
maimed	0
maimer	0
main	0
main	0
