aspect term	category	polarity	text
;mentality	 hotel	 neutral	I think so - just keep an open mind and remember that the mentality is very different from what you may be used to.
;pool	 building	 negative	The pool was small and most always very crowded.
;breakfast buffet	 food	 positive	Hotel breakfast buffet was good value and American.
;manager	 hotel	 negative	The Police were called to the resort, and just so happens the Manager above Mr. Matthew Sims was standing at the front desk.
;breakfast	 food	 neutral	Breakfast was quite pricey at 18euros each, but it was a buffet you could eat as much as you like, so if you have a big appetite, perhaps its good value, and if you didn't want to pay 18euros then don't eat it!...
;chrysler building	 hotel	 positive	We were on the 23rd floor with a great view of the Chrysler Building.
;rooms	 rooms	 positive	Beautiful large rooms with a separate sitting area and desk.
;manager;assistant	 service service	 positive positive	The manager and a assistant greeted us on the sidewalk.
;reservation	 food	 neutral	We did not try the food in the two reservation only restaurants so I can't comment on those.
;null	 building	 positive	There is alway a breeze from the ocean, so it never feels too hot.
;reception;metro station	 checkin location	 neutral neutral	Having said that, the hotel is in a nice quiet spot, with the metro station only 50 yards away, the reception did speak some English which is always handy.
;location	 location	 positive	Great Location!!
;buffet	 hotel	 negative	There was not enough seating for the number or guests and because the buffet was divided into two sections; it was necessary to go to both lines to obtain a complete meal.
;gym	 building	 positive	The gym has several quite fancy treadmills and some free weights.
;towels	 rooms	 negative	Not enough towels or sometimes nothing until 6pm.
;null	 hotel	 negative	Avoid this Sweat Shop Resort
;san gallo	 hotel	 positive	San Gallo was a pleasant surprise in Florence.
;staff member	 service	 neutral	Luckily another staff member intervened and, although he didn't tell us anything different his manner was more acceptable.
;building	 building	 negative	Block 2 and 3 are in the same building and right behind the main entertainment area so it gets quite noisy for the shows from 9pm-11pm daily.
;taxis;station	 location location	 positive positive	Taxis are readily available and the station is about a 10 minute walk away.
;null;room	 cleanliness rooms	 positive positive	The room was on the small side but very clean and comfortable.
;null	 rooms	 positive	We were essentially a 10 second walk from the beach!
;breakfast	 food	 neutral	as I love a full English breakfast 鈥?
;null	 hotel	 positive	Absolutly Amazing!!!!
;null	 service	 negative	He will do nothing but smile in your face and tell you have a nice day after he has ruined it.)
;bell man	 service	 positive	We got into our room at 3pm the bell man took our luggage and drove us to our room in the golf cart.
;beachfront	 location	 neutral	While not on the beach, I think a lot of travellers put too much emphasis on needing to be beachfront in Waikiki.
;front desk	 service	 positive	Only once did we come back and see that housekeeping had kept a bag of trash on the bathroom sink and had forgotten to remove it, however someone came up in seconds after I called the front desk and had it cleared and kept on aplogizing.
;reservation	 service	 negative	The reservation system allowed only you to reserve for the current day or the day following.
;location;east-berlin	 location location	 positive positive	Fantastic location in the middle of East-Berlin at the corner of two historic streets.
;null	 rooms	 negative	Then one night we returned about 1:30 AM to crash and our neighbor left on his music really loud.
;null;views	 building location	 positive positive	Thoroughly modern, great views (we were on the 31st floor).
;null	 hotel	 negative	You just have to pull up and get dropped off.
;san francisco;value	 hotel value	 positive positive	For the rate, it has to be the best value and the best comfort in San Francisco.
;room;bathroom;air-con	 rooms rooms rooms	 negative negative negative	The room was very small with an even smaller bathroom(although it had just been refurbished) the air-con unit would blow out air, but not very cold air and therefore never switched off.
;null;views	 building hotel	 positive positive	Out of the Way Hotel is stunning, luxurious and the views are really fantastic.
;null	 hotel	 positive	Will we stay there again-Yes!!!
;store	 hotel	 positive	It is a GREAT little store with drinks, snacks, microwaveable meals, etc.
;null	 hotel	 positive	That being said, there are some areas that will exceed your expectations.
;room;room;floors	 cleanliness rooms rooms	 positive positive positive	Took a room on the fourth floor, room was nice and clean, laminate floors throughout and a wonderfully powerful shower, plasma TV 鈥?
;tub;shower;room;bathroom	 cleanliness rooms rooms rooms	 positive positive positive positive	My room was spacious and the bathroom had both a deep, clean tub at one end and excellent shower at the other.
;check in	 checkin	 neutral	RoomHad to wait about an hour to check in, but they let us go to lunch while we waited as we got there at about 2 p.m. (check in at 3 usually).
;null	 hotel	 positive	We had a great time.
;null	 hotel	 negative	What a DUMP... there are much better accomodations for the same price
;reception;null;staff	 hotel value service	 positive positive positive	Content>.I would definately stay here again, the staff were very friendly, one of the nights we all gathered in reception on our way out we were quite noisy taking photos (as we were on hen wkend) and the staff were more than happy to help take photos join in...I would recommend this hotel to anyone staying in Barcelona, great value for money
;null	 hotel	 negative	I can't understand why they don't just hand these out to visitors.
;null	 value	 neutral	We paid, for information, $2500 for 7 nights, two people, all-inclusive, air, Apple, a good deal/fair price in America's winter.
;rooms	 rooms	 positive	Rooms were great, as well.
;null	 building	 negative	My ten year old wouldn't go in due to it being too full.
;staff	 service	 positive	Again, I can't say enough about the staff - just fabulous people.
;5*****quality;transportation	 value service	 negative negative	The price we paid and the service provided us has not been of 5*****Quality and the reason are:Transportation to the hotel was very confusing.
;room;housekeeping	 cleanliness service	 positive positive	Housekeeping was curteous and kept my room clean and stocked.
;null	 rooms	 neutral	It was fairly quiet.
;null	 food	 positive	I really can't imagine John and Yoko sitting amongst the crap Scottish memorabilia, but I hope it's true.I have only ever eaten at the Chinese restaurant in the Okura - To Ka Lin - and it is exquisite.
;lobby;staff	 building service	 positive positive	The lobby was decorated beautifully and the staff were very friendly.
;hotels grounds	 building	 positive	The hotels grounds are immaculate.
;location;sagrada familia;metro station	 location location location	 positive positive positive	The location is ideal, two minutes walk from the Sagrada Familia and the Linea 5 metro station.
;null	 hotel	 neutral	Mary Jane Rocks at the Magic Castle!
;parent	 hotel	 positive	we took our parent with us and we all truly relaxed and enjoyed every moment.
;room;price	 rooms value	 positive positive	We were given room 205 with a huge balcony over the main entrance of the hotel, huge bedroom and living room for the same price we paid for a small room in Rome.
;hotel	 hotel	 positive	Fantastic The hotel was truly great.
;null	 hotel	 positive	We went at 8:15 and it was very nice.
;establishment	 hotel	 negative	Unfortunately this establishment falls a bit short.
;a-train	 hotel	 negative	Luckily that was my last night at the A-Train.
;value	 value	 positive	All in all , very good value for money , especially considering the saving on taxis which can amount to almost the price per day for this hotel
;breakfast	 food	 positive	The breakfasts are great - fresh fruit, bagels, muffins, hot eggs and sausage, etc.
;parking	 hotel	 negative	This would be a great home-base for exploring the Fisherman's Wharf area.A note for the budget-conscious: the parking rates are outrageous - $39/day plus tax (and tip) for valet parking.
;bed sheets;room;null	 cleanliness cleanliness service	 negative negative negative	you can buy drinks from outside the hotel for l.60 euro. bed sheets were never changed during that week and room was never cleaned.
;desk staff	 service	 positive	The desk staff are great but if you need anything special ask for Leonor who will go out of her way to get what you need.
;request	 checkin	 positive	Even though the initial request for extra bedding wasn't made very clearly we were accommodated and looked after properly.
;null	 service	 negative	After arriving we were put in building #3.
;bathroom amenities	 hotel	 positive	The bathroom amenities were L'Occitane.
;underwear;socks;tshirts	 value value value	 neutral neutral neutral	Cheaper to buy underwear, socks, tshirts than have them laundered.( I was stuck with a teenage son returning from a smelly trip abroad)Did not wait more than 10 seconds for an elevator.
;staff	 service	 negative	I had earplugs and it was still difficult to sleep (I have spent hundreds of nights in hotel rooms around the world for business and leisure travel so I do have some good comparisons).I asked to change rooms (or even hotels) and the staff were not very sympathetic saying that it is a 'city hotel' and that they would charge me a cancelation fee if I moved hotels (48 hour cancelation policy).
;bell man	 checkin	 positive	When you arrive at the resort the bell man takes your luggage and you proceed to check in.
;price	 value	 positive	For the price you pay this resort is awesome.
;receptionist	 checkin	 negative	After the receptionist put the phone down she then informed me that they did have a room afterall, but we could not check in after 2pm.
;waikiki beach	 hotel	 positive	Boutique Gem in Waikiki Beach
;null	 value	 positive	We looked around at some alternatives but we reckon this is the best value hotel on the beach front and cannot recommend it highly enough.
;hotel	 hotel	 positive	Truly worth staying at this hotel.
;service	 service	 positive	The service was very good, prices for meals and drinks expensive as you would expect - no point in whinging about a $12 martini if your paying hundreds for the room.
;stay	 hotel	 positive	I would definitely stay here again.
;grounds;food;staff	 building food service	 positive positive positive	These are the best points:-well maintained grounds-amazing, friendly, helpful staff (our maid was incredible)-Perfect manicured beach-An abundance of chairs in the shade at the pools and beach (Could still get a chair at 9:30-10ish)-Food was very good and very vegetarian accomodating.
;food	 food	 negative	The food was bascially the same day after day.
;location	 location	 positive	Firstly location is perfect close to Boston Common and handy for trains ( harvard trip a must) and short taxi rides to anywhere else you want to visit.
;experience	 hotel	 positive	Overall I had a great experience at this hotel and if needing to go back, I wouldn't mind staying at this hotel again.
;liquor;ice cream;outdoor bars	 food food food	 positive positive positive	good liquor selection; self-serve, soft-serve ice cream at the outdoor bars.
;null	 hotel	 positive	Yes, we liked it,too.
;room	 rooms	 positive	We stayed on a 25th floor Ocean View room.
;laundry	 service	 positive	With a little persuading the manager on site agreed to have my laundry sent out for free, which I thought was very nice.
;popcorn;coffee maker;coffee maker	 food food food	 positive positive positive	There is also a microwave with a free popcorn package, a coffee maker, and a little coffee maker in your vanity area.
;room	 rooms	 neutral	It's not a huge room, but we weren't in our room very often anyways.
;null	 service	 negative	That was pretty much the only contact we had with her.
;parking	 hotel	 positive	The parking was great.
;null	 service	 negative	it was so bad some other guests who walked by my husband commented, Hey, we saw you get up and get our own drinks.... we were going to ask you to get ours, haha, since you are a better server than anyone working here..
;mold	 cleanliness	 negative	Anyone with allergies to mold, I would stay away from this resort.
;location;rice terraces;river gorge	 location location location	 positive positive positive	The location of the hotel is very spectacular surrounded by rice terraces and overlooking a river gorge.
;locality	 location	 neutral	You are safe and there are more than enough shops in the immediate locality for you to have a browse around.
;pool;ocean	 building hotel	 positive positive	The pool is incredible and the ocean was fantastic.
;elevator	 building	 negative	Elevator didn't appear to work.
;shower;bath tub	 rooms rooms	 positive positive	The room has a shower AND a bath tub.
;null	 hotel	 positive	Who could ask for more?
;null	 value	 negative	Not worth the reputation
;renovated	 building	 positive	But this hotel wascompletely renovated in 2004 and remains well maintained.
;staff	 service	 positive	Staff is excellent.
;rooms;service	 cleanliness service	 positive negative	Rooms are clean and nice, but bear in mind you just pay for lodging, service does not seem to be included.
;room	 rooms	 positive	The room was absolutely perfect.
;king room	 rooms	 negative	We thought that was a little odd for a king room.
;marriott's website	 value	 positive	We booked directly through the Marriott's website many months before and secured a favorable rate using the Senior discount.
;items	 food	 neutral	Most of the items were deep fried.
;hot dogs	 food	 negative	I saw hot dogs once or twice.
;null	 hotel	 positive	If you do want to do any shopping like I said before to the left of the resort there is about 10 little shops.
;null	 value	 neutral	You get what you pay for
;check-in	 checkin	 positive	The second check-in was particularly nice, as one of the young ladies behind the desk made a special point to welcome my son back to the hotel with a high five and It's great to see you again.
;bar area	 location	 positive	go through the large gate and to the left is a lovely little outside bar area 鈥?
;null	 hotel	 positive	Will probably never stay anywhere else in
;russell hotel	 hotel	 positive	Russell hotel is an older hotel with a certain charm to it.
;business type hotels	 hotel	 positive	"""Far cry"" from business type hotels"
;place	 hotel	 positive	What a place.
;expensive	 value	 negative	No frills - nice mini bar in room but VERY expensive.
;bedding	 rooms	 positive	Comfy, plush, great bedding.
;null	 service	 negative	The following day my office tried to call and was told that we weren't staying there.
;noise;door	 rooms rooms	 negative negative	La Luna could dampen this noise significantly if they were to seal the door so that it fits better in the door frame.
;rooms;staff	 rooms service	 positive positive	The staff were very very helpful, the rooms were wonderful Will we return??
;reviews	 hotel	 positive	This hotel truly exceeded my high expections given the reviews on here.
;buffet;restaurants	 food service	 positive neutral	The restaurants serve on Island Time as well, but there is always the buffet, which was delicious.
;clean;rooms	 cleanliness rooms	 positive positive	The rooms were very clean, and we had a beautiful view of the Hudson river from the 22nd floor.
;location;room	 location rooms	 positive positive	Good sized room, good location
;brochure;webside	 hotel hotel	 negative negative	We were blinded with the wonderful brochure and the webside about this Hotel Paradisus.
;null	 hotel	 positive	It was a very relaxing stay.
;room	 rooms	 positive	.On the good side :No People traipsing past your door when you eventually get back (My Room).
;swimup bar	 hotel	 positive	It has a nice swimup bar where the bar tenders are amazing.
;water park river ranch	 location	 positive	We had a 2-room suite in the south point, very close to their awesome water park River Ranch.
;null	 hotel	 negative	What a major disappointment.
;location	 location	 positive	Great Location - Great
;null	 location	 positive	There is easy access to food downstairs, Starbucks on the corner, ABC Markets everywhere.
;carpets;drains	 cleanliness rooms	 negative negative	The carpets in the rooms are stained and drains in the bath-tubs drain very slowly.
;null	 value	 negative	and was more worth the 10Euros with the discount on the first day.
;front desk staff	 service	 positive	The very friendly front desk staff made excellent dinner recommendations and on one occassion even accompanied me to the nearby restaurant!
;null	 location	 positive	Very convienent to everything.
;front desk staff	 service	 negative	The front desk staff was very polite and helpful with me, but I did see them treat some older guests with a little disrespect.
;null	 rooms	 negative	It was not newly refurbished by any means.
;reception	 hotel	 positive	Reception has safe deposit box if you need it.
;deal	 hotel	 positive	A Beautiful Deal
;hotel	 hotel	 positive	There was a Sainsbury's supermarket close to the hotel and also a Tesco.I will definitely stay there again!!!!
;neighborhood;vondel park	 location location	 positive positive	Tucked into a quiet neighborhood, the 10 minute walk to and from the hotel each day through the gorgeous Vondel Park provided us with a very scenic and peaceful way to begin and end each of our days.
;null	 building	 neutral	We were in Gravina II which I think might be a newer section on the 5th floor.
;null	 service	 positive	From pressing the lift buttons for you to helping you in and out of taxi's, to there genuine pleasure in serving you.
;rooms	 rooms	 negative	However, just a couple of small things - one of our triple rooms was really small, only fit as a double and there was no mirror in the bedroom at all, just the bathroom mirror so it was a bit of hassle when 3 women were getting ready to go out.
;room;view	 rooms rooms	 negative negative	We were on the third floor looking over the roof - hardly any view of the ocean at all.
;spa/swimming pool;location;rates	 building location value	 positive positive positive	Great location, lovely spa/swimming pool, etc.Slightly put out by the fact that we booked months in advance for an Earlybird rate, to find there were cheaper rates.
;hawaiian hotel	 hotel	 positive	We will definately stay at our favouite Hawaiian hotel again.
;chinatown;little italy	 location location	 positive positive	Good location close to Chinatown and Little Italy.
;null	 service	 positive	We had booked one of the red rooms, but on arrival were informed that one of the suites was available in an adjacent building down a short Calle.
;penny	 value	 positive	Worry this place is worth every penny.
;mimosa(s)	 hotel	 positive	I love my morning mimosa(s) !!!!
;null;people	 hotel service	 positive positive	Each time I vist, they increasingly treat me like a king -- meeting me at my taxi/car whereupon four or five people greet me by name, escorting me to my (always upgraded room) via private elevator.
;room;room;air conditioning	 cleanliness rooms rooms	 positive positive positive	Our room was a good size, very nice and clean and having air conditioning was a major plus.
;french quarter	 location	 negative	This hotel is in the French Quarter not far from Bourbon Str and you can definitely hear the music and noise.
;ocean view	 rooms	 positive	We paid an extra $30 for an upgrade to an ocean view room and the view was fabulous!
;manager;staff;null	 hotel hotel value	 positive positive positive	The manager and staff were extremely helpful ,advising us where to go and what to do.Highly recommended.
;casino;null;employees;rooms;bathrooms	 hotel value service rooms rooms	 neutral negative positive negative negative	At over $500 dollars a night this is obserd......hotel employees are great though....also a word to the wise the casino is VERY TIGHT.....embassy suites couple blocks away is nicer and not that expensive and at least includes a free breakfast w/ everything you could imagine......rooms a intercontinental are VERY outdated.....and bathrooms are tiny.....beach is nice though here.......you go figure.........I TOLD YOU SO....
;car	 service	 negative	Also after flying from Montreal we had to wait 20 minutes to be picked up and after returning to the hotel had a wait another 15 minutes to get the car back and we were the only ones there at the time.
;water	 rooms	 negative	We rarely ever had hot water and everytime I called for help they told me they're having problems with the steam.
;null	 hotel	 negative	I would avoid this place and would not go hear again.
;master bedroom;king sized bed;walk-in closet;master bath;shower;toilet	 rooms rooms rooms rooms rooms rooms	 positive positive positive positive positive positive	The master bedroom had a king sized bed, walk-in closet, master bath with whirlpool, shower and toilet room.
;beach;pool	 hotel hotel	 positive positive	As far as the grounds, the beach, and the pool, absolutely beautiful.
;lobby	 building	 neutral	The lobby was a little small and got crowded one monrning whena larger group of people arrived.
;hotel	 hotel	 positive	Great hotel Stayed
;buffet	 food	 neutral	FOOD:There is only one main restaurant for buffet.
;bed	 rooms	 negative	I'm used to a firm bed, so my back was sore most of the weekend.
;tub	 rooms	 positive	My bf tried the tub, which he very much enjoyed.
;course	 hotel	 negative	We never saw the course.
;hotel	 hotel	 positive	Lovely Hotel Cannot speak highly enough of The London Bridge Hotel.
;rooms	 rooms	 neutral	We read about a musty smell in the rooms.
;null	 value	 positive	Our minibus which the hotel booked for us returning to the airport only cost 55 euro's between 6 of us.
;lnul	 hotel	 negative	We wanted to make this trip special, fun, and the resort ruined it.
;null;null	 food value	 negative negative	To think we had to pay a mandatory $76 per day per person for that slop.
;room	 rooms	 positive	Our room had a small chair that had a swing table on the arm and a foot rest that slid out, perfect for working on the laptop.
;traffic	 hotel	 negative	We stayed in the front and the traffic and other street noise was very loud.
;room	 rooms	 negative	Meaning, don't expect your family of four to be comfortable in one room.
;null	 checkin	 positive	Jeff helped us to get the basic necessities and was on the lookout for the police who finally arrived around 3.
;stay	 hotel	 positive	We had a very pleasant stay and I would highly recommend anyone to stay there.
;null	 hotel	 negative	00 that they had already held from my bank account.
;hotel;null	 hotel value	 positive positive	It's a hotel you can feel welcome and at home at--I'm convinced it's one of the best buys in San Francisco.
;null	 location	 positive	There is a Subway Starbucks store over the road which is very handy.
;photos	 hotel	 neutral	The photos on their website come close but in person it is something else.
;null	 hotel	 negative	It is definately not a four star.
;manager	 hotel	 neutral	The other manager (Mr. Valdez) was very helpfull and helped me on my way.
;traffic	 rooms	 positive	We couldn't hear the traffic.
;water pressure;bed;decor;bathroom	 building building building building	 negative negative negative negative	The water pressure was low, the bed was average, the decor was spartan, and the bathroom was quite small.
;null	 location	 positive	The metro station and lots of good restaurants are just around the corner.
;null	 building	 positive	Never crowded and it has both sunny and shaded areas.
;cana;majestic colonial hotel	 hotel hotel	 positive positive	Cana at the Majestic Colonial Hotel was INCREDIBLE!
;business	 business	 positive	I was in town on business and stayed at the Westin for just one night.
;pool;sauna;whirlpool	 building building building	 negative negative negative	No pool, no sauna, no whirlpool.
;staff	 service	 positive	The staff is friendly, knowledgeable and very helpful.
;staff	 service	 positive	Best of all - all the staff are so friendly, informative and helpful.
;public areas;staff	 building service	 positive positive	Staff were friendly and helpful and the public areas of the hotel are stunning.
;hotel;staff	 hotel service	 negative negative	Poor Hotel and Staff
;null	 service	 positive	They will also drop you right off at your room if you ask.
;null	 hotel	 positive	You bet we will soon as possible
;location;convention center;space needle;waterfront;pike place market	 location location location location location	 positive positive positive positive positive	The hotel has a nice location within walking distance from the convention center, space needle, waterfront, and Pike Place Market.
;null;null	 cleanliness hotel	 positive positive	At 10:15 p.m. when we arrived, there was a HUGE tractor trailer with cars on it so we couldn't even pull up in front!!!I would definitely stay here again if I wanted something a bit less expensive than the giants downtown but clean, comfy, and up-to-date just like the good guys!
;lobby	 building	 positive	The lobby is somewhat chic and the neighborhood is a very typical Hollywood neighbor hood.
;city vista room;ocean view	 rooms rooms	 positive positive	He had offered me and upgrade from a city vista room to an ocean view during our correspondence and WHAT A VIEW!
;rooms;breakfast;null	 cleanliness food rooms	 positive positive positive	The rooms were clean and tidy and the free breakfast each morning was great.
;odor;null	 cleanliness value	 negative negative	The room had an odor ( it's a good thing I brought the febreeze), and next time I think I'll spend the extra money and get something decent because this hotel was far from it.
;reception	 building	 positive	Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous!
;sparkling wine	 food	 positive	The sparkling wine is really good and can become addictive.
;rooms;null	 cleanliness rooms	 positive positive	Rooms were clean , recently refurbished and inexpensive.
;waited	 service	 negative	We waited, waited, waited... the entrees?
;lagoon	 building	 positive	A beautiful lagoon to take walks along.
;null	 hotel	 negative	Once we did it we started noticing others doing the same thing which does sound like furniture moving.
;null	 location	 positive	La rambla ---close to everything to see and transportation.
;room	 rooms	 negative	Beaches are monopolized by beach huts and restaurants, so don't expect a room right on the water.
;pools	 hotel	 neutral	Pools- Three large pools that everyone can use, one for the upgraded travellers.
;restaurants	 food	 positive	Restaurants and bars Very good from bar snacks, to the chinese (Ming Court I think?)
;room	 rooms	 positive	Our room was spacious and the bed very comfy.
;alcohol;vodka lime juice	 food food	 positive positive	Alcohol was top shelf - try a vodka lime juice!
;menu	 service	 negative	I tried ordering something from their menu and gave up after repeating my order four times (I was at the bar 10 minutes!).
;null	 value	 neutral	For what we paid I have nothing to complain about, and will happily return.
;location	 location	 positive	Great location if you need to be in the center of everything!
;null	 hotel	 negative	They put us on the wait list, which looked really long.
;clean;rooms;staff	 cleanliness rooms service	 positive positive positive	The staff are friendly and the rooms, while small, are clean and well furnished.
;nights	 service	 negative	I was charged for 3 nights rather than just 2.
;location	 location	 positive	The location is perfect for bus and train station,and the water buses are right there.
;service	 service	 positive	Sometimes in Manhattan the hotels lean to business class or carry the attitude that there's more where you came from, consequently you don't get that personal service.
;room	 rooms	 negative	We final got checked in and they put us in a room between the ice machine and the elevator so it was noisy all the time.
;swimming pool	 hotel	 neutral	This is somewhat true, but undestand that these people are paying abut $50 dollars per person for only the use of the swimming pool and a few of the other pleasures of the resort.
;value;service	 value service	 positive negative	OK the value is good and the hotel is reasonably priced, but the service is terrible.
;null	 service	 positive	We had a bit of a crisis and were frantically awaiting a package to be delivered from home; they were exceptionally accommodating and helpful, even when I'm sure we were driving them nuts.
;internet	 value	 neutral	Internet was one euro every 15 minutes.
;drinks;null	 food hotel	 positive positive	Drinks were great, the trip was relaxing, booked a tour and swam with nurse sharks, stingrays--all in a cage.
;lobby	 building	 negative	The one which decreased the value of this hotel is that the lobby is up a flight of stairs.
;food	 food	 positive	Food was outstanding - everywhere.
;null	 hotel	 positive	And quietness is worth something I think:-)
;hotel;rooms	 building rooms	 positive negative	Very nice hotel, but rooms are small and area is newer live/work type.
;check in	 checkin	 positive	Check in was very smooth and fast, and they gave me exactly the room I had requested.
;service	 service	 negative	After getting a room on the 41st floor and a great recommendation for a sports bar around the corner, the quality of the service went down hill.
;check-in	 food	 positive	After check-in we moved to the bar for a couple of drinks and found this to be a fun place.
;null	 location	 positive	Everything is close.
;null	 location	 positive	It is really only a 10 minute drive from all the action.
;staff	 checkin	 negative	The staff said I need to pay at least 5000 yens to change to another deluxe room for better view.
;null	 hotel	 positive	That was awesome!
;hotel staff	 service	 negative	The hotel staff that peddled excursions harassed you in the hotel, on the grounds and on the beach constantly.
;complaints	 hotel	 neutral	I had read many complaints on this site, and though I saw many negative ones, I figured no matter what I would keep a positive outlook.
;rooms;staff	 rooms service	 positive positive	Rooms were spacious, staff was nice...
;cost	 hotel	 negative	Overall, if cost is a main concern, and you want stay in a basic room for $50 with decent service, in an acceptable neighborhood, then you apparently don't have enough $$$ to stay in a San Francisco hotel, try an upgrade to a local hostel, or stay home.
;hk	 location	 negative	Next time when I am in HK I will probably stay in somewhere more central.
;value	 value	 positive	I decided it offered the best value for money for what I was after and I wasn't to be disappointed.
;room;kitchen;table;bed;bathroom	 rooms rooms rooms rooms rooms	 positive positive positive positive positive	We had a very large and pleasant room on the 1st floor with a kitchen in a cupboard, a table for 2, a nice wide bed and a bathroom with lots of towels.
;restruant;dry cleaners	 food hotel	 negative negative	Told us about a vegaterian restruant that had closed down years ago, a dry cleaners that was also shut.
;null	 hotel	 positive	The Best My wife and
;null	 rooms	 neutral	It would be ideal if you have friends or family in the other suite.
;null	 hotel	 positive	My advice to you is stay here.
;hotel;location	 hotel location	 positive positive	We enjoyed this hotel and it麓s location very much.
;internet	 hotel	 negative	Cons: free internet only in the business center which has only 2 computers with a sign (15 minutes per guest only).
;room	 rooms	 positive	There is a coffeemaker in the room, a nice hairdryer, iron and ironing board and a safe in the closet.
;noise	 building	 positive	We were on the 7th floor so noise was not a problem.
;null	 hotel	 positive	Have just returned from a weekend in Barcelona with 12 girlfriends who all had a fantastic time at the H10 Marina.
;teas	 food	 positive	A choice of teas was also available.
;tip	 service	 negative	Half way through someone came over to help since he was looking for a tip.
;restuarant;lola	 food food	 neutral neutral	The attached restuarant, Lola, served breakfast (and lunch and dinner, which we did not try), and seems to be open late.
;complaints	 hotel	 neutral	PRINCIPEWe left for Punta Cana Dec 13 out of edmonton.....Concerning this resort I have no real complaints.
;food;pricely	 food value	 positive positive	Nice food due to the French Chef on staff, but pricey.
;hotel	 value	 positive	We booked this hotel after reading several reviews as it seemed like the best deal when we compared the rates to the downtown hotels.
;comments	 hotel	 positive	Muy Bien To all of the people that worry about the comments - Dont'
;owners;location;service	 hotel location service	 positive positive positive	Great owners, service, location
;null	 rooms	 negative	They are huge but need a bit of freshening up.
;sand fleas;ants	 cleanliness cleanliness	 negative negative	Sand fleas or ants in room, which I am not a beach person so didn't know if this was normal or not???
;pool	 building	 positive	Pool : Beautiful, well kept, lots of shade and the swim up bar was great.
;hotel	 hotel	 positive	The courtesy bus was excellent and always available.A great hotel!
;portions	 food	 positive	Portions were huge and I'm not sure any of us were able to finish.
;staff	 service	 positive	The bar and breakfast place looked like a snack vendor and the only staff is very practical.
;bathroom	 rooms	 positive	The bathroom is also very nice and quite big.
;coconut plaza;staff	 hotel service	 positive positive	After 5 days in hostels in Waikiki and Honolulu, I stayed for 2 nights at the Coconut Plaza (it was the Aqua when my stay occurred) I really enjoyed this hotel, mostly due to the fact that the staff was so attentive and friendly.
;null	 hotel	 positive	Bravo.
;security	 service	 positive	Security is also very evident and appreciated.
;null;rooms	 cleanliness rooms	 positive positive	The rooms are very nice and clean.
;value	 value	 positive	We had 2 adults and 2 teens in our party, so value was important.
;clean;location	 cleanliness location	 positive positive	The Courtyard is very clean and is in a great location only 10 mins from Macys/Newbury Street.
;pool area	 building	 positive	The pool area was a delightfully bright place to cool off on those hot Phoenix days.
;virgin pina coladas	 food	 positive	That said, my wife and kids enjoyed virgin pina coladas very much.
;breakfast	 food	 positive	Breakfast was great.
;room	 rooms	 neutral	The room we stayed in had some issues with the flooring, but the size and beds were not an issue.
;null	 hotel	 negative	I was told by Mr. Sims that I should mind my own business to keep things civil I was told that Security would be called, and threatened with police.
;breakfast;valet	 food service	 positive positive	Free breakfast was good and the valet guys were good.
;null	 hotel	 positive	We enjoyed our stay last week at the Magic Castle.
;areas of the hotel	 building	 negative	Some areas of the hotel need upgrading.
;reviews	 hotel	 neutral	As I read in recent reviews there is difinitely a lang barrier if you do not speak spanish, but there is always someone around that does speak english.
;luggage	 service	 neutral	You may wait for your luggage, or for any special requests like a replaced lightbulb.
;quiche	 hotel	 neutral	I think they added about $.85 to a $1.90 quiche from the market up the street.
;meal	 food	 negative	If you can't make an italian meal, don't advertise you can!
;front desk	 checkin	 negative	I then went to the front desk where a gentleman gave me, the guest, directions to housekeeping so that I could inquire on my behalf because he was too busy on the phone.
;grounds	 building	 positive	just ok The hotel had nice grounds, and some nice art.
;location	 location	 positive	It was our first trip to NYC and this was the ideal location, centrally located to tour the city.
;null	 hotel	 positive	If that's your thing, you'll love it.
;food	 food	 negative	The food was less than adequate.
;middle of tourist section	 location	 positive	It was in the middle of the tourist section.
;null;null	 hotel service	 positive positive	Efficient, No frills
;location	 location	 positive	Great Location This hotel has a great location, in walking distance of Forbbiden
;room	 rooms	 positive	The room was wonderfully appointed.
;clean;room	 cleanliness rooms	 positive positive	The room was fantastic and clean and well designed .
;breakfast;island fruits;juices;coffee/tea;pastries;yogurt;hard boiled eggs	 food food food food food food food	 positive positive positive positive positive positive positive	The breakfast includes fresh island fruits, juices, coffee/tea, pastries, yogurt, and hard boiled eggs.
;clean;place;budget	 cleanliness hotel value	 positive negative positive	I would recommend the place to anyone on a budget as you get a clean room for the money but I don't think I'd stay here again.
;room	 rooms	 positive	Our room (king bed) was spacious and nicely appointed, very comfortable and with plenty of pillows.
;front desk	 checkin	 negative	I phoned the front desk to see if everything was okay and they acted like I was nuts to even ask while being up there 7 floors above.
;restruarant;null	 food hotel	 negative negative	Other than that nothing good to tellThe restruarant is average when there isnt a funtion or private party thats taken over .Walk down towards Beverly hill centre if you want some nice eating houses.
;null	 hotel	 positive	Summary: I would stay there again ANYTIME: highly recommendable.
;outlets;bathroom	 rooms rooms	 negative negative	Otherwise, there are no outlets in the bathroom.
;null	 food	 negative	Although there are many choices, don't go with an expectation that you will be having a fine dining experience.
