aspect term	category	polarity	text
;service	service	 positive	Service is fast and friendly.
;null	service	 negative	Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.
;null	service	 positive	But that is highly forgivable.
;null	restaurant	 neutral	Been there, done that, and New York, it's not that big a deal.
;food;ambience	food ambiance	 negative negative	The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.
;null	misc	 negative	If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.
;rao	restaurant	 neutral	Rao is a good restaurant, but it's nothing special.
;indian cuisine	food	 positive	But after last night, Spice Grill is the only place I'm eating indian cuisine.
;shrimp appetizers	food	 positive	You must try the shrimp appetizers.
;null	food	 positive	Even my Indian friend couldn't believe how good and tasty everything was.
;ambience;staff	ambiance service	 positive positive	This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
;food;null;service	food price service	 positive positive positive	Great food, great prices, great service.
;eats;eats	food price	 positive positive	If you are looking for a good quality, cheap eats - this is the place.
;indian food	food	 positive	it's a perfect place to have a amanzing indian food.
;cheff	food	 positive	I really loved the different and inovated touch that's the cheff gives to the food.
;place;service	ambiance service	 positive positive	also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!
;bagels	food	 negative	Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.
;bagels;bagels	food food	 positive positive	Great bagels made the old-fashioned way.
;service	service	 negative	Drawbacks: service is slow and they don't toast!
;food	food	 positive	The food was absolutely amazing!!
;baked clams octopus	food	 positive	The baked clams octopus we shared as appetizers were the best we've ever had!! 
;lamb;dessert	food food	 positive positive	The lamb was tender so full of flavor, the dessert was divine!!
;waiter	service	 positive	The waiter was attentive.
;place;bar scene	ambiance ambiance	 positive positive	The place itself is beautiful the bar scene seems to be happening.
;appetizers;waiter;potato stuff kanish	food service food	 neutral negative positive	Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.
;salmon;chicken;servings for main entree	food food food	 negative positive negative	Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.
;dessert	food	 negative	Dessert is a joke...dont bother
;service	service	 positive	Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.
;feel;portions;veal	ambiance food food	 positive positive positive	The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.
;anti-pasta;calamari;pasta mains;pasta mains	food food food food	 positive positive positive positive	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.
;wine list;meal	beverages price	 positive positive	The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
;null;measures of liquers	price beverages	 neutral positive	Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
;place	restaurant	 positive	Fantastic place.
;null	ambiance	 positive	Cute and decorative.
;null	restaurant	 positive	A pleasant surprise.
;null	ambiance	 positive	Go there to relax and feel like your somewhere else.
;lucky strike	restaurant	 positive	Lucky Strike is a great casual place to just grab a bite to eat.
;food;decor;service	food ambiance service	 positive positive positive	Great food, great decor, great service.
;null	restaurant	 positive	I recommend it!
;spot	misc	 positive	This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!
;seasonal beer	beverages	 positive	(Always ask the bartender for the SEASONAL beer!!!
;null	beverages	 positive	Guaranteed to be a tasty experience!)
;spot	misc	 positive	Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.
;heartland brewery	restaurant	 positive	I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
;null	misc	 positive	All the people that I bring there go back on their own and bring THEIR friends!
;null	restaurant	 positive	Go there once and oh yes...you will go back...you will...
;place	restaurant	 positive	What a great place!
;restaurant	ambiance	 positive	Not the typical NYC gimmick theme restaurant.
;bar;food;beer;beer	ambiance food beverages beverages	 positive positive positive positive	A cool bar with great food, and tons of excellent beer.
;null	service	 positive	And even with it's Pub atmosphere they were great to my kids too!
;null	restaurant	 positive	Loved it!
;shrimp scampi;antipasti	food food	 positive positive	The shrimp scampi was excellent and the antipasti were plentiful.
;null;null	price restaurant	 negative positive	It is expensive but well worth the money.
;corona	restaurant	 positive	If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.
;food;service	food service	 positive positive	The only thing more wonderful than the food (which is exceptional) is the service.
;waiters	service	 positive	The only thing the waiters don't do for you is wipe your chin when you leave.
;null	misc	 positive	Wonderful at holiday time.
;atomosphere	ambiance	 positive	Cozy romantic atomosphere with only around 15 tables at most.
;service;service	service service	 positive negative	Service was very prompt but slightly rushed.
;food	food	 neutral	Food was very good, but not what I would consider out of this world.
;null;null	ambiance misc	 positive negative	Go here for a romantic dinner but not for an all out wow dining experience.
;null	misc	 positive	My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
;food	food	 negative	Too bad the food wasn't of the same heritage.
;porcini mushroom pasta special;seafood tagliatelle	food food	 negative negative	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.
;null	food	 negative	A real dissapointment.
;tiramisu	food	 negative	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
;null	food	 negative	They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
;null	price	 negative	Priced at upper intermediate range.
;place	restaurant	 positive	I really liked this place.
;null	food	 positive	Everything I had was good, and I'm a eater.
;null	price	 positive	It was pretty inexpensive too.
;bbq ribs;bbq ribs	food food	 positive positive	This place has the best Chinese style BBQ ribs in the city.
;rice dishes;congee (rice porridge)	food food	 positive positive	I also recommend the rice dishes or the different varieties of congee (rice porridge).
;null	misc	 positive	It's great to go for a quick lunch either alone or with a friend.
;place	misc	 negative	It's definately not a place to go if you want to impress someone.
;food;decor;food	food ambiance price	 positive neutral positive	However, if you want great food at a great price and don't mind the decor, you can't beat this place.
;service	service	 positive	Quick and friendly service.
;null	restaurant	 positive	This is one of the best comfort food places in the city.
;null	restaurant	 positive	It's somewhere you can eat and be happy.
;main dining room;ceiling	ambiance ambiance	 positive positive	When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.
;food;food;service	food food service	 positive positive positive	The food is wonderful, tasty and filling, and the service is professional and friendly.
;patio	ambiance	 positive	I can't wait for summer, when they serve outside on their gigantic patio.
;suan	restaurant	 positive	I recently tried Suan and I thought that it was great.
;food;place;food	food restaurant price	 positive positive positive	This little place definitely exceeded my expectations and you sure get a lot of food for your money.
;service;food;hot sauce	service food food	 positive positive positive	The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
;null	restaurant	 positive	I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
;null	service	 positive	They all know you.
;food	food	 positive	Good food.
;drink	beverages	 positive	Good drink.
;null	misc	 positive	How do you rate home?
;cheescake	food	 positive	I have never had cheescake like this.
;null	food	 positive	I thought I had died and gone to heaven.
;spot;spot	restaurant misc	 positive positive	Great spot, whether looking for a couple of drinks or quiet dinner.
;null;outdoor seating	ambiance ambiance	 positive positive	Warm and friendly in the winter and terrific outdoor seating in the warmer months.
;food;selecion of wines;selecion of wines	food beverages price	 positive positive positive	The food is great and they have a good selecion of wines at reasonable prices.
;null	restaurant	 positive	Have been several times and it never dissapoints.
;null	restaurant	 negative	We were less than impressed.
;ambiance;atmosphere;food;service	ambiance ambiance food service	 positive positive negative negative	While the ambiance and atmosphere were great, the food and service could have been a lot better.
;chicken casserole;chicken casserole	food food	 negative negative	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.
;null	restaurant	 negative	Probably would not go again...
;food	food	 positive	i've been to sapphire twice and both times the food was fine, if not good.
;chicken;beef;lamb dishes	food food food	 positive positive positive	stick with the chicken, beef, and lamb dishes.
;service;null	service misc	 positive positive	service is friendly, and never had a problem walking in and getting a table.
;dessert	food	 negative	skip dessert.
;reuben sandwich	food	 positive	Best Reuben sandwich ever!
;null	food	 positive	A classic!
;bloom's	restaurant	 positive	Don't miss Bloom's on your next trip to Manhatten.
;place	misc	 positive	It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.
;bloom's	restaurant	 positive	Thanks Bloom's for a lovely trip.
;food;sauces	food food	 negative negative	The food was not fresh, the sauces were bland and very oily.
;null	food	 negative	It just wasn't Thai.
;null	food	 negative	Was surprisingly disappointed.
;pizza	food	 negative	Pizza was a little soggy.
;ravioli;null	food price	 positive negative	Ravioli was good...but I have to say that I found everything a bit overpriced.
;wines by the glass	beverages	 negative	Not enough wines by the glass either.
;service;setting/atmosphere	service ambiance	 positive positive	Service, however, was excellent...and I liked the setting/atmosphere a lot. 
;food;food	food price	 neutral negative	Food was just average...if they lowered the prices just a bit, it would be a bigger draw.
;place	price	 positive	This place is a great bargain.
;pakistani food	food	 positive	Authentic Pakistani food.
;people	service	 positive	People are always friendly.
;decor	ambiance	 neutral	Don't waste money on decor.
;food;food	food price	 positive positive	Just straight up cheap, good food.
;faan	restaurant	 positive	Faan is sooo good.
;pad thai	food	 positive	The best pad thai i've ever had.
;design;atmosphere	ambiance ambiance	 positive positive	The design and atmosphere is just as good.
;bottles of wine;bottles of wine	price beverages	 positive positive	bottles of wine are cheap and good.
;null	restaurant	 positive	What more could you want?
;food	food	 negative	The food was actually aweful.
;null	food	 negative	I'm not picky - but it was actually gross.
;mussles;seabass;goat cheese salad;penne w/ chicken;null	food food food food food	 negative negative negative negative negative	The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.
;atmosphere;service;desert	ambiance service food	 positive positive positive	Nice atmosphere, the service was very pleasant and the desert was good.
;null	restaurant	 negative	Wouldn't recomend it for dinner!
;null	misc	 positive	This is the perfect date spot for Williamsburg couples.
;jukebox	ambiance	 positive	The jukebox plays everything from Italian Opera to The Strokes.
;food;pastas;pizza	food food food	 positive positive positive	The food is amazing, rich pastas and fresh doughy pizza.
;vibe;owner;service	ambiance service service	 positive positive positive	Best of all is the warm vibe, the owner is super friendly and service is fast.
;null	misc	 neutral	If only they delivered, they'd make a mint!
;drinks	beverages	 positive	go here for the drinks!
;drinks;drinks	beverages price	 positive positive	the drinks are amazing and half off till 8pm.
;usha	service	 positive	Ask for Usha, the nicest bartender in manhattan.
;sassy lassi	beverages	 positive	My fav was the sassy lassi...
;roti rolls	food	 positive	This is an amazing place to try some roti rolls.
;unda (egg) rolls	food	 positive	I really recommend the very simple Unda (Egg) rolls.
;spices;onions;eggs;roti	food food food food	 positive positive positive positive	Delicate spices, onions, eggs and a kick-ass roti.
;null	food	 positive	Amazing!
;toons	ambiance	 positive	Toons has recently been redone, so it's now a very attractive space.
;food	food	 positive	The food's as good as ever.
;thai food	food	 positive	In an area sadly lacking in decent Thai food, this is one of the best spots.
;decor;service;food	ambiance service food	 positive positive positive	Went here last night - nice decor, good service, but the food was surprisingly excellent.
;portions	food	 positive	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.
;null	restaurant	 positive	Can't wait to go back.
;drumsticks over rice;sour spicy soup	food food	 positive positive	Best drumsticks over rice and sour spicy soup in town!
;beef noodle soup	food	 positive	Beef noodle soup is good as well.
;service;resturant	service ambiance	 positive positive	The service is good and the resturant is clean.
;taiwanese food	food	 positive	Best Taiwanese food in NY!
;rao's	restaurant	 positive	I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
;null	restaurant	 positive	For those that go once and don't enjoy it, all I can say is that they just don't get it.
;service;atmosphere	service ambiance	 positive positive	Rao's has the best service and atmosphere in NYC.
;null	misc	 neutral	Good luck getting a table.
;place	restaurant	 positive	My roommate and I LOVE this place.
;outdoor seating	ambiance	 positive	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
;indoor	ambiance	 positive	Indoor was very cozy and cute.
;portion;sushi	food food	 positive positive	The portion sizes here are huge, and the sushi is good.
;staff	service	 positive	Staff is very accomodating.
;dumplings;decor	food ambiance	 positive positive	Excellent dumplings served amid clean, chic decor.
;$10 10-piece dim sum combo	food	 positive	I got the $10 10-piece dim sum combo, every bite of which was great.
;null	price	 negative	But $1 for each small piece???
;null	price	 negative	Not worth it.
;null;null	restaurant price	 negative negative	I won't go back unless someone else is footing the bill.
;decor	ambiance	 positive	The decor is very simple but comfortable.
;food;food	food food	 positive negative	The food was delicious but do not come here on a empty stomach.
;portions;food	food food	 negative positive	The portions are small but being that the food was so good makes up for that.
;crabmeat lasagna;chocolate bread pudding	food food	 positive positive	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
;staff	service	 positive	The staff there is very attentive and down to earth.
;null	restaurant	 positive	I loved it and would go again.
;indian food;service	food service	 positive positive	Great Indian food and the service is incredible.
;owner	service	 positive	The owner truly caters to all your needs.
;null	service	 positive	When family came in he gave them apps to test their palets, and then ordered for them.
;null	service	 positive	Everyone was more then happy with his choices.
;food;null	food price	 positive positive	Great food and the prices are very reasonable.
;food	food	 positive	The food here does a great service to the name (Cantonese that is...).
;egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork	food	 positive	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
;dish	food	 positive	This dish is my favorite and I always get it when I go there and never get tired of it.
;congee;ow ley soh	food food	 positive positive	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.
;chinese food;chinese food	food price	 positive positive	Simply some good tasting Chinese food at incredible prices...
;service	service	 negative	Service is not what you are coming here for...
;big wong	restaurant	 positive	Big Wong is a great place to eat and fill your stomach.
;jazz duo	ambiance	 positive	whoever the jazz duo was, they were on POINT.
;music;food;service;null	ambiance food service price	 positive positive positive positive	good music, great food, speedy service affordable prices.
;wine by the glass	beverages	 positive	even the wine by the glass was good.
;null;null	location restaurant	 neutral positive	its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.
;japanese tapas	food	 positive	Consistently good Japanese Tapas.
;drinks;service	beverages service	 positive positive	Always good drinks and service is pretty good;
;atmosphere	ambiance	 positive	Atmosphere is nice and relaxed too...
;place	misc	 positive	A great place to meet up for some food and drinks...  
;yakitori (bbq meats)	food	 positive	Yakitori (bbq meats) is tasty too.
;fish;staff;sushi chef	food service misc	 negative negative negative	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.
;fish;fish;null	price food restaurant	 negative negative negative	Price and quality of fish alone will keep us from making a return visit.
;chef	food	 negative	Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.
;null	restaurant	 negative	No thanks!!!
;place	restaurant	 positive	This place, which is only a few months old, is perhaps Queens' biggest secret!
;decor;food;food;staff;rice avenue;rice avenue;rice avenue	ambiance food price service ambiance location price	 positive positive positive positive positive positive positive	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!
;waiter	service	 negative	We were seated outside and the waiter spilled red wine and hot tea on myself and my date.
;null	service	 negative	We were then shooed inside.
;waiter	service	 negative	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.
;null	restaurant	 negative	We left, never to return.
;food;wait-staff;service;management	price service service service	 negative negative negative negative	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.
;service;food;food	service price food	 negative negative negative	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
;food;null	food price	 neutral neutral	The food is okay and the prices here are mediocre.
;food;decor;baluchi's	food ambiance price	 positive positive positive	Baluchi's has solid food and a nice decor at reasonable prices.
;manager	service	 negative	The only problem is that the manager is a complete incompetent.
;service	service	 negative	He offers subpar service and has no personality.
;null	service	 negative	In fact, it appears he is going to go postal at any moment.
;service	service	 negative	There is no excuse for such lousy service!
;nigiri	food	 neutral	I have never before eaten 40 pieces of relatively good nigiri.
;null	food	 positive	You can do it here.
;all you can eat sushi	price	 positive	$20 for all you can eat sushi cannot be beaten.
;areo	restaurant	 positive	I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.
;servers	service	 positive	Most of the servers are very attentive, friendly and quite attractive.
;vibe;service;food	ambiance service food	 positive positive positive	The vibe is very relaxed and cozy, service was great and the food was excellent!
;null	restaurant	 positive	Me and my girls will definitely go back.
;food;view of the new york city skiline	food location	 positive positive	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
;null	location	 positive	I would highly recommand requesting a table by the window.
;service;place	service ambiance	 positive positive	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
;food	food	 positive	The food is great.
;personal pans	food	 positive	Personal pans are the perfect size for those hungry nights.
;null	restaurant	 positive	I heartily recommend.
;delivery guys	service	 negative	There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.
;delivery guys	service	 negative	Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.
;scene;place;location	ambiance ambiance location	 positive positive positive	Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.
;pizza;pizza	food food	 positive positive	The pizza was pretty good and huge.
;null	price	 positive	The price very reasonable.
;penne a la vodka	food	 positive	We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.
;null	food	 negative	I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.
;pasta penne;pasta penne	food food	 negative negative	The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol
;la rosa	food	 positive	La Rosa waltzes in, and I think they are doing it the best.
;wines;service;decor;selection	beverages service ambiance food	 positive positive positive positive	Interesting selection, good wines, service fine, fun decor.
;null	restaurant	 positive	I love it.
;null	restaurant	 positive	I plan on stopping by next week as well.
;spot	misc	 positive	I found it on a cold night, the perfect spot to warm up.
;service	service	 positive	I recieved prompt service with a smile.
;null	ambiance	 positive	To me it exemplifies Soho, cute, artsy, interesting.
;null	restaurant	 positive	Definately check it out!!!
;place	restaurant	 positive	This place blew me away...by far my new favorite restaurant on the uppereast side.
;wine list	beverages	 positive	The wine list is extensive and impressive.
;atmosphere	ambiance	 positive	LOVE the atmosphere - felt like I was in Paris.
;mussels;dessert;null	food food restaurant	 positive positive positive	The mussels were fantastic and so was the dessert...definitely going to be back very soon.
;service;staff	service service	 positive positive	I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.
;vittorio;crew	service service	 positive positive	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.
;dining garden;jazz bar;thin crust pizzas;lasagna menu	ambiance ambiance food food	 positive positive positive positive	I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!
;place	restaurant	 positive	I lOVE THIS PLACE!
;null	restaurant	 positive	Keep up the good work guys!
;meal	food	 positive	I have to say I have never had a disapointing meal here.
;dumplings	food	 positive	We could have made a meal of the yummy dumplings from the dumpling menu.
;bbq salmon;sea bass;crispy duck	food food food	 positive positive positive	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.
;al di la	restaurant	 positive	Love Al Di La
;place	restaurant	 positive	I recommend this place to everyone.
;food	food	 positive	Great food.
;null	restaurant	 positive	One of my favorite places in Brooklyn. 
;pastas;risottos;sepia;braised rabbit	food food food food	 positive positive positive positive	The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.
;null;null	price food	 negative negative	Overpriced and not tasty 
;food	food	 negative	The food here was mediocre at best. 
;null;fish and chips	price price	 negative negative	It was totally overpriced- fish and chips was about $15.... 
;dog	food	 positive	Tasty Dog!
;dog;establishment	food misc	 positive positive	An awesome organic dog, and a conscious eco friendly establishment.
;null	food	 positive	One of the best hot dogs I have ever eaten.
;null	restaurant	 positive	Can't wait to go back.
;cypriot restaurant	restaurant	 positive	The Cypriot restaurant has a lot going for it.
;pork souvlaki	food	 positive	But the best pork souvlaki I ever had is the main thing.
;null	restaurant	 positive	Run don't walk.
;pizza	food	 positive	Super YUMMY Pizza!
;restaurant	ambiance	 positive	I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.
;eggplant pizza;pastas	food food	 positive positive	I LOOOVE their eggplant pizza, as well as their pastas!
;half/half pizza	food	 positive	We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!
;null	restaurant	 positive	We had fun eating in there, we were there like around 3 a.m. in the morning!
;null	restaurant	 positive	Will comeback for sure, wish they have it here in LA..
;food;interior	food ambiance	 positive negative	Excellent food, although the interior could use some help.
;space	ambiance	 negative	The space kind of feels like an Alice in Wonderland setting, without it trying to be that.
;meal;meal	food price	 positive positive	I paid just about $60 for a good meal, though :)
;sake	beverages	 positive	Great sake!
;sushi	food	 positive	Reliable, Fresh Sushi
;sashimi;rolls;rolls	food food food	 positive positive positive	The sashimi is always fresh and the rolls are innovative and delicious.
;service	service	 positive	Have never had a problem with service save a missing rice once.
;delivery	service	 negative	Delivery can be spot on or lacking depending on the weather and the day of the week.
;delivery guy	service	 negative	Delivery guy sometimes get upset if you don't tip more than 10%.
;sushi	food	 positive	Best. Sushi. Ever.
;sushi	food	 positive	This place has ruined me for neighborhood sushi.
;null;null	food food	 positive positive	Creative, consistent, fresh.
;sashimi;millennium roll	food food	 positive positive	Excellent sashimi, and the millennium roll is beyond delicious.
;null;null	price food	 negative positive	Not cheap but very yummy.
;null	restaurant	 positive	Love it.
;null	restaurant	 positive	Very, very nice
;place;place	location restaurant	 neutral positive	The place is a bit hidden away, but once you get there, it's all worth it.
;food;null	food restaurant	 positive positive	not only is the food
;null	restaurant	 positive	Loved It
;null	restaurant	 positive	We had a very nice time.
;waiter;food;views of the city	service food location	 positive positive positive	The waiter was attentive, the food was delicious and the views of the city were great.
;null	restaurant	 positive	I'd definitely go back again.
;place	ambiance	 positive	Great place to relax and enjoy your dinner
;atmosphere	ambiance	 positive	There is something about their atmosphere that makes me come back nearly every week.
;place	misc	 positive	Place is open till late, no dress code.
;food;seafood spaghetti	food food	 positive positive	Good food: my favorite is the seafood spaghetti.
;null	restaurant	 positive	Highly recommended!
;food;food	food price	 positive positive	Excellent food for great prices
;null	restaurant	 positive	My husband and I have been sold on this from the first visit.
;wait staff	service	 positive	The wait staff is very courteous and accomodating.
;space;indo-chinese food	misc food	 negative positive	The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.
;null	restaurant	 positive	There are no negatives to speak of.
;null	restaurant	 positive	the bestt!
;place	restaurant	 positive	my favorite place lol
;chicken pasta	food	 positive	i love their chicken pasta cant remember the name but is sooo good
;null	restaurant	 neutral	its alright
;place;place	restaurant price	 positive positive	im not necessarily fanatical about this place, but it was a fun time for low pirces.
;lobster	food	 neutral	lobster was good, nothing spectacular.
;restaraunt	restaurant	 neutral	its just a fun place to go, not a five star restaraunt.
;null	restaurant	 negative	Way below average
;pizza	food	 negative	I think the pizza is so overrated and was under cooked.
;staff;null	service food	 negative negative	Had no flavor and the staff is rude and not attentive.
;null	restaurant	 negative	Would NEVER go back
;place	restaurant	 positive	I love this place
;null	food	 positive	I wasn't here for the pizza so I can't comment on that yet but what I had was very good.
;service	service	 positive	The service was quick and friendly.
;null	service	 positive	Everyone was smiling so that made me feel welcome.
;restaurant;restaurant	restaurant ambiance	 positive positive	I thought the restaurant was nice and clean.
;vitello alla marsala	food	 positive	I ordered the vitello alla marsala and I was pretty impressed.
;veal;mushrooms	food food	 positive positive	The veal and the mushrooms were cooked perfectly.
;potato balls	food	 positive	The potato balls were not dry at all... in fact it was buttery.
;null	misc	 negative	The only downside... they only take cash which is OK if you know about it ahead of time.
;null	restaurant	 positive	I'll be back for sure.
;place	restaurant	 negative	WORST PLACE ON SMITH STREET IN BROOKLYN
;bartender;service;food;waitresses	service service food service	 negative negative negative negative	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
;place	restaurant	 negative	I would never recommend this place to anybody even for a casual dinner.
;null	restaurant	 positive	awesome
;food	food	 positive	the food is always fresh ...
;japanese food;service	price service	 negative neutral	overpriced japanese food with mediocre service
;null	restaurant	 negative	Went here on sat 1/26 and was disappointed.
;chicken teriyaki	food	 negative	Chicken teriyaki had tomato or pimentos on top??
;food	food	 negative	food was luke warm.
;waitress	service	 negative	The waitress was not attentive at all.
;dessert	food	 negative	I was looking for banana tempura for dessert and they dont have.
;the four seasons	price	 negative	"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner."
;food;service;the four seasons	food service restaurant	 positive positive negative	The food was excellent as well as service, however, I left The Four Seasons very dissappointed.
;dinner	price	 negative	I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.
;red dragon roll	food	 positive	Red Dragon Roll - my favorite thing to eat, of any food group - hands down
;yamato;red dragon roll	restaurant food	 positive positive	Just go to Yamato and order the Red Dragon Roll.
;null	food	 positive	If you don't like it, I don't know what to tell you.
;seafood dynamite	food	 positive	The Seafood Dynamite is also otherworldly.
;null	food	 positive	I'm not even going to bother to describe it; it speaks for itself.
;sushi	food	 positive	Favorite Sushi in NYC
;spot;sushi;service	ambiance food service	 positive positive positive	An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.
;back garden area	ambiance	 positive	In the summer months, the back garden area is really nice.
;rolls;japanese food;japanese food	food food food	 positive positive positive	The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.
;dancing, white river and millenium rolls	food	 positive	The Dancing, White River and Millenium rolls are musts.
;null	restaurant	 positive	SO GOOD
;place	restaurant	 positive	I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...)
;food	food	 negative	Gross food – Wow-
;food	food	 negative	I can't remember the last time I had such gross food in New York.
;quesadilla;quesadilla	food food	 negative negative	My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.
;guacamole;guacamole	food price	 negative negative	And $11 for a plate of bland guacamole?
;margaritas	beverages	 negative	Don't get me started on the margaritas, either.
;null	beverages	 negative	Mine tasted like the bartender had forgotten to add the tequila.
;null	restaurant	 negative	Save your money and your time and go somewhere else.
;place	restaurant	 negative	Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.
;indian food	food	 positive	Great Indian Food!
;null	service	 positive	When I got there the place was packed but they made sure to seat me quickly.
;food;place;place	food ambiance price	 positive positive positive	The food was good, the place was clean and affordable.
;indian place	misc	 positive	I noticed alot of indian people eatting there which is a great sign for an indian place!
;null;null;food;null	restaurant ambiance food misc	 positive positive positive positive	This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .
;staff	service	 positive	The staff is very good.
;drink menu	beverages	 positive	Love their drink menu.
;place;place	ambiance restaurant	 positive positive	I highly recommend this beautiful place.
;null	misc	 positive	Nice for one time special occasion.
;null	service	 positive	They honored reservation on Sunday afternoon very well. 
;voss bottles of water	price	 negative	We were offered water for the table but were not told the Voss bottles of water were $8 a piece.
;food	food	 neutral	Food was OK.
;view of river and nyc	location	 positive	Nice view of river and NYC.
