aspect term	category	polarity	text
;null	 teacher	 positive	Over all he's easy.. just picky at times.
;tests;null	 exam exam	 negative neutral	His tests are tricky, unless you actually put in the time and effort required for a 5 credit hour class.
;100 level course	 course	 negative	It is a 100 level course that is taught like a 400 level class.
;attendance	 attendance	 positive	No attendance policy.
;roll	 presentation	 positive	doesnt take roll
;tas	 counseling	 positive	TAs were a lot more helpful.
;lectures;null	 presentation presentation	 negative negative	Lectures are boring and people always talk over him.
;teacher	 teacher	 negative	Guy is a terrible teacher.
;lectures	 presentation	 positive	Lectures are interesting.
;email	 counseling	 negative	He does not respond to email.
;null	 knowledge	 positive	He is also articulate and intelligent.
;null	 teacher	 positive	She is such a nice lady.
;tests;lecture	 exam presentation	 neutral positive	his tests are kinda hard, but as long as you listen to his lectures and do the problem sets you should be ok. overall this class was really interesting and made me want to go to lecture because of him HES AWESOME!!
;english;lit course	 teacher teacher	 positive positive	I can honestly say I feel like I have learned more than any English/Lit course I've taken at Baylor.
;professor	 teacher	 positive	Overall, I really enjoyed him as a professor and he got me more interested in ecology by the end of the class.
;class	 teacher	 positive	Overall a great class
;null	 communication	 positive	Every class you sit in a circle and gossip/talk about each other's problems.
;quizzes	 exam	 negative	Quizzes everyday!
;teachers	 teacher	 positive	One of the most interesting teachers I've met.
;lectures;notes;null	 presentation presentation teacher	 positive positive neutral	I found his lectures entertaining, class doesn't drag and moves a comfortable pace as long as u print the notes ahead of time, u do need to hear and understand what he is saying more than writing down it down(stories do show up on exams).
;classes	 presentation	 positive	You learn so much from her classes and she's the reason I want to get into the field of Criminology.
;null	 relevance	 negative	THEY ARE NOT MEASURING WHAT IT NEEDS TO MESASURE.
;null	 teacher	 negative	Going to this class literally made my head hurt.
;office hours;tutoring center	 counseling counseling	 positive positive	However, if you go to his office hours or the calculus tutoring center, he was usually pretty helpful.
;class;quizzes	 attendance exam	 positive positive	You should attend every class, and he gives weekly, easy Friday quizzes.
;null;class	 presentation teacher	 positive positive	Mr. Everett is very boring but I did learn from his class.
;quizes	 exam	 neutral	Prepare for the quizes, they are at random.
;null	 teacher	 positive	cool guy
;tests	 exam	 neutral	Tests are fairly tough but she prepares you as long as you show up.She does NOT tolerate any you-know-what and DO NOT show up late.
;null	 teacher	 positive	That is if you're into the ridiculously intelligent bad boy sort of thing.
;null;mic	 grading presentation	 neutral negative	It is easy to get a B in his class and hard to get an A. Lastly, he really needs to learn how to use a mic.
;book;course	 presentation presentation	 negative negative	No book use whatsoever except to teach yourself the entire course.
;lectures;passion	 presentation presentation	 positive positive	he has a passion for what he does and it shows during his lectures.
;tests;old tests	 exam exam	 negative positive	Tests are a bit tougher but as long as you get some old tests, you'll be fine.
;biotap	 course	 neutral	BioTAP is very difficult, but also very rewarding.
;null	 grading	 positive	Easy B. Lol, if you google him you can find his myspace page.
;null	 teacher	 negative	He needs to act a little more professional and quite acting like a immature college punk!
;class	 teacher	 positive	I can see where people are coming from when they negatively rate this professor, but I had no issues with the class.
;class;material;iclicker;clicker	 attendance attendance attendance attendance	 positive positive positive positive	"You need to go to class to learn the material and iClicker, but he gives you 2 or 3 ""freebies"" if you miss class with clicker."
;question	 presentation	 neutral	He'll give you a problem solving question and will quickly mumble how to solve it.
;group video project	 exam	 negative	He also makes you do a group video project throughout the semester.
;coursework;research work;lecture material;office hours	 presentation presentation presentation counseling	 negative negative negative negative	He fails to properly prepare people for future coursework: He poorly taught research work ethic and skills (critical); lack of directing focus to lecture material.. Also, office hours are purposely set to make it hard for you to get to them.
;class	 attendance	 negative	Might as well not even attend class.
;null	 teacher	 positive	Schurter = BOSS.
;null	 presentation	 negative	Dull, dull, dull.
;book;practice problems	 exam exam	 neutral neutral	Use the book and do the practice problems.
;null	 teacher	 positive	Cool guy.
;null	 knowledge	 positive	He knows a lot about genetics in which I am interested.
;class	 course	 negative	Even with prior knowledge from AP Bio, his class is extremely difficult.
;homework;si reviews;quiz	 exam exam exam	 positive positive positive	There is not any homework, but make sure to go to SI reviews so you can fully understand what you learn that week for the quiz on Friday.
;exam	 exam	 negative	SOME QUESTIONS IN THE EXAM ARE REALLY NOT MEASURING WHAT IT NEEDS TO.
;challenge	 course	 positive	The class is a challenge...but a sweet one.
;professor	 teacher	 negative	Awesome guy, but not a great professor.
;essay style	 exam	 neutral	Both essay style.
;null	 counseling	 negative	This man is one of the more un-helpful, not caring teachers i've ever run into.
;class	 course	 neutral	I'm not going to say it was an easy class, but it was not hard either.
;class;class period	 presentation regularity	 negative negative	He is unprepared for class not to mention 10 minutes late every class period.
;professor	 teacher	 positive	She is a great professor and is really there for her students I would recommend anyone to take her!
;slides;null;test questions;e-mails;curve	 presentation presentation exam counseling grading	 negative positive negative negative negative	His lectures are 100+ slides, skips about half of them, rambles on, test questions are very hard/tricky, doesn't reply to e-mails, and no curve.
;teacher	 teacher	 positive	excellent teacher
;goals;essays;assignments	 exam exam exam	 negative negative negative	He also hasn't realized that his scheduling sets unrealistic goals at the end of the semester by overlapping essays & other assignments.
;null	 teacher	 positive	Charming, laid-back, amiable-I will definitely be taking more classes with him.
;quiz;review session	 exam counseling	 positive positive	Quiz every friday but he runs a review session himself every thursday night.
;exams;true;false;questions;lecture slides	 exam exam exam exam exam	 positive positive positive positive positive	His exams are mostly true or false questions and can be tricky, but if you look over the lecture slides a few times, it's not hard.
;notes;tests	 exam exam	 neutral neutral	You can't rent it because the worksheets in them are tunred in (which she grades harshly).Take notes because they will help on your tests.
;null	 teacher	 negative	basically don't skip and talk a lot and she will like you, but if you are a person who doesn't like talking in class, you're screwed.
;curve	 grading	 positive	Has lenient curve... 82.5%=A and is very laid back.
;class	 course	 positive	Class is of course not that easy, and there are always at least 500 students, but it is all worthwhile.
;null	 teacher	 positive	extremely down-to-earth.
;readings;quizzes	 exam exam	 neutral neutral	You have to do the readings (or read the cliff notes at least) to pass his quizzes.
;null	 teacher	 positive	He isn't bad at all.
;math	 presentation	 negative	I learned more about the 60s than I did anything about math.
;course	 presentation	 neutral	If you do not want to spend time in extra help, do not take the course with him.
;writing	 exam	 positive	Yes, there is a lot of writing, but its well worth it.
;tests	 exam	 negative	tests r crazy
;class	 course	 neutral	Not too bad of a class.
;american studies	 relevance	 negative	Calling it American Studies and then studying European Polar exploration is a joke.
;things	 relevance	 positive	Learn a lot of relevant things for the business world but have fun while doing it.
;class grade;exams	 grading exam	 neutral negative	60% of the class grade is based on 3 exams, which themselves are pretty challenging.
;class	 course	 positive	very easy class.
;null	 teacher	 positive	Being his brother, it's hard to find any of his good qualities, but this man is brilliant (relative to most, not me), if you fail his class, perhaps the problem lies in your own stupidity.
;curve	 grading	 negative	He does not curve.
;professor	 teacher	 positive	He's an incredible professor.
;class	 presentation	 positive	This class was awesome, I really enjoyed it.
;null	 presentation	 positive	One of  the most impressive lecture at Stanford.
;null	 teacher	 positive	She's awesome!
;null	 counseling	 positive	Always willing to offer additional help to anyone in need.
;null	 course	 neutral	I had him for 101 and that class was easy A so I thought it would be like that for 240.
;classes	 presentation	 positive	His classes are highly engaging and interesting as well.
;history;math	 presentation presentation	 neutral neutral	He teaches the history of math than the math itself.
;null	 teacher	 positive	Amazing professor who really cares about her students.
;opinion	 communication	 positive	I love how she gives you the freedom to express yourself and she isn't bias to any opinion.
;null;brit lit	 teacher course	 positive negative	He's a great guy, but Brit Lit shouldn't be this hard.
;null	 knowledge	 positive	My favorite criminology at the school and really knows what she is teaching about.
;professor	 teacher	 positive	HANDS DOWN THE BEST PROFESSOR AT UWG!
;assignments;labs	 exam exam	 neutral neutral	I only missed one point out of all assignments/labs.
;quizzes	 exam	 neutral	Quizzes every week (sometimes open note).
;lectures;homework;labs	 presentation exam presentation	 negative positive positive	His labs are easy and there is almost no homework in the class  but his lectures are a complete waste of time.
;book	 exam	 negative	He will tell you that you do not need the book, you need it.
;tests	 grading	 neutral	Tests aren't too hard, though.
;teacher;test;null	 presentation exam regularity	 negative negative negative	he is a horrible teacher...he knows the information but doesnt clarify it, never organized, always late, the test are WICKED HARD and TRICKY!!
;tests	 grading	 positive	He accounts for his difficult tests by dropping the lowest, which is helpful if you mess up on one.
;writing materials	 presentation	 positive	He really gets his student's business writing materials in great working order for the real world.
;tests	 exam	 positive	Take his lectures very seriously because they are 90% of the necessary information for the tests.
;stuff;null	 knowledge teacher	 positive positive	He is very intelligent and knows his stuff.
;null	 teacher	 negative	He sucks!!!
;discussion	 communication	 positive	Attend class and participate in discussion and she will like you.
;tests	 exam	 negative	the tests, however...RIDICULOUS.
;english majors	 relevance	 positive	His classes should be labeled for English majors.
;exams;final;theorem;calc	 exam exam exam exam	 negative negative negative negative	"his exams are nothing he says it would be & the final is hard so u really gotta really know what the ""fundamental theorem of calc"" he always talks about is b/c that's what all his exams are about"
;ppt slides	 exam	 negative	MEMORIZE every minute detail of the PPT slides.
;topic	 counseling	 positive	He was very helpful with my topic.
;null	 grading	 positive	Turn something in, get an A.
;objective	 presentation	 positive	His objective is for you to learn NOT to give you easy questions.
;null	 counseling	 positive	Always there if you need help.
;null	 teacher	 positive	yeah i agree with everyone saying that she is such a nice person.
;pop quizzes;assignments;course	 exam exam course	 neutral neutral neutral	His pop quizzes do make reading the required assignments essential, but overall this course was a breeze. 
;professor	 teacher	 positive	He is the best professor I've ever had in my college career.
;test;tests	 exam exam	 negative negative	His reviews for each test also give you no insight into what his tests will be like.
;null	 grading	 positive	Definitely not an easy A, but there is not much work.
;interest;students	 counseling counseling	 positive positive	He has a deep and genuine interest in helping out his students.
;grade	 grading	 positive	Easy to get a good grade but bring entertainment.
;null	 teacher	 neutral	He's nice and funny but he's not great.
;null	 teacher	 positive	Take her!!!
;syllabus	 course	 negative	I took this class online and was at first very intimidated by the syllabus.
;null	 teacher	 positive	She's funny too
;quizzes	 exam	 positive	He gives quizzes every friday but they are pretty clear cut.
;biological anthro;cultural anthro	 grading grading	 negative negative	I got an A in biological anthro and I am now pulling a high B in cultural anthro.
;professor	 teacher	 positive	Mehran is an excellent professor.
;tests	 exam	 negative	extremely nervous prior to his tests because they are very very tricky.
;null	 teacher	 positive	SHE IS FUNNY AND VERY ENGAGING.
;tests	 exam	 positive	Makes you work hard, and gives hard tests but they aren't worth much.
;class	 teacher	 positive	Enjoyed his class.
;brit lit	 teacher	 positive	I would recommend him to anyone need to take Brit Lit II.
;null	 teacher	 positive	He's super cool and I really did like him.
;exams;practical questions	 exam exam	 negative negative	BEWARE though, exams are difficult, they are all practical questions, so must prepare good.
;null	 teacher	 negative	Worst professor ever.
;book	 presentation	 negative	Don't bother reading the book, its pointless.
;learning	 teacher	 positive	Hes very kind and truly invested in the students learning.
;quiz questions	 exam	 neutral	Most of the quiz questions are from the chapter reviews.
;null	 teacher	 positive	He's a decorated and well traveled biologist - but beware.
;null	 communication	 neutral	If you can keep up and ask for help, you're golden.
;teacher;lectures	 counseling presentation	 positive positive	The teacher is very helpful and witty, so lectures are entertaining.
;attendance;null	 attendance attendance	 neutral positive	attendance not mandatory but you receieve points for going to class
;book;slides	 exam exam	 positive positive	If you read the book n memorize his slides you should fair well.
;null	 teacher	 positive	Is too hard-headed.
;course	 course	 neutral	Runs a hard course.
;prof	 teacher	 positive	Best prof I had.
;class	 course	 negative	This was the toughest class I have taken so far.
;course	 course	 negative	Tough course.
;null	 teacher	 positive	Really nice and helpful but don't expect him to be your babysitter.
;class	 presentation	 positive	Ok, overall his class was really INTERESTING.
;null	 counseling	 positive	Very helpful and easily approachable.
;board	 presentation	 negative	Likes to ramble and stand at the board writing and writing like we know what he's doing.
;null;null;null	 communication counseling teacher	 positive positive positive	He was extremely caring, helpful and engaging during class.
;classes;biology	 presentation presentation	 positive positive	His classes run very smoothly and he tries to make biology as fun and approachable to the students as possible.
;professor;information;skills	 teacher relevance relevance	 positive positive positive	I learned more useful and relevant information and skills than I have from any other professor at UMass.
;teacher	 teacher	 positive	he was the best calc teacher ever
;null	 teacher	 positive	A fair-game player, meaning treats students equal.
;exams;book;power points	 exam exam exam	 negative neutral neutral	Come on give us some break...you made 2 exams difficult, make this one reasonable....For other students reading this, read the book, it helps but really study his power points!
;null;null	 presentation grading	 positive positive	It's interesting, very fair, and I don't know of anyone in the class who doesn't participate or who doesn't like the class.
;grade	 grading	 positive	Easy to get a good grade in his class.
;teacher;question;answer	 teacher communication communication	 positive positive positive	This Brother is an awesome teacher, ask him any question and you'll get the answer on the spot!
;random tangents;unrelated stuff;test	 presentation presentation exam	 negative negative negative	He goes on random tangents about unrelated stuff and somehow it ends up on the test.
;curve;class	 grading course	 positive positive	i just went to his class, listened, didn't read the book and ended up getting a B.  the curve helped a lot of people &  the class isn't even that hard!
;lecture	 presentation	 positive	I love Molumby, he was hilarious and I came to every lecture (I skip all my other lectures).
;jokes	 teacher	 positive	He always made jokes and it is a great fun to go to class.
;class	 teacher	 positive	I highly recommend taking her class!
;null	 teacher	 negative	She's really tough.
;class	 teacher	 positive	I loved going to class.
;professor	 teacher	 positive	He has been my favorite professor.
;paper assignments	 exam	 negative	Paper assignments are very vague, and hard to understand exactly what she wants from them.
;book	 exam	 neutral	Read the book.
;null	 teacher	 positive	IT WAS A TRUE PLEASURE TO BE IN HER CLASS
;class discussions;opinions	 communication communication	 positive positive	The class discussions and opinions really makes you involved and makes you form your own ideas.
;a	 grading	 neutral	She's a little disorganized but her class is an easy A as long as you do the work and go to class.
;professor	 teacher	 negative	Worst professor you could ever take.
;class;null	 course presentation	 negative negative	this class is insanely difficult b/c he goes over things way to fast, and fails to explain them unless you constantly ask.
;writing;literature	 relevance relevance	 positive positive	If you want to learn about composition, writing, and literature FOR REAL then take his classes.
;tests;null	 exam grading	 negative positive	Definitely expects hard work and tests can be difficult but grades fairly and the classes aren't a problem if you study.
;lectures	 presentation	 positive	I am addicted to his lectures.
;class	 course	 positive	Good class.
;upper level classes	 teacher	 positive	Its seems that her upper level classes are much easier than her lower level classes, i.e POLS 120.
;stories	 presentation	 positive	She tells the class real life stories related to the topics and is really easy to pass, you just gotta be there for lectures which are never boring.
;null	 knowledge	 positive	Really knows what she's talking about.
;hw;grade	 exam grading	 neutral neutral	Do the hw to boost your grade.
;null	 teacher	 positive	If you don't mind getting into the actual theory behind basic calculus, Cook is great.
;teacher	 teacher	 positive	Great teacher but do not take this class if you do not like to read or write.
;movies;anthropologist	 presentation presentation	 positive positive	Pay attention to movies, especially what anthropologist related to which movie.
;class	 course	 positive	Maybe English just comes easier to me than others, but I thought this class was cake.
;exams;null	 exam exam	 negative negative	"Oh yeah and the exams are based on made up crap he calls to be his ""reasoning"" which ends up swelling our brains as logic starts fighting with us."
;null	 teacher	 positive	She comes through on her part and she expects you to do the same as well.
;tests	 exam	 neutral	tests are usually on powerpoints and some deffinistions from the book.
;null	 teacher	 positive	Schurter is THE MAN.
;book	 presentation	 negative	If you do take it, buy the book and teach yourself.
;assignments	 exam	 neutral	I think there were 8-10 assignments.
;notes;sources	 presentation presentation	 negative negative	Need good notes and studying a lot from alternative sources than himself.
;professor	 teacher	 positive	When I took the class, he was the best professor I had had up to that point.
;owls;exams	 exam exam	 negative negative	Only assigned like 5 OWLs that were extremely hard and nothing like the exams.
;prof	 teacher	 positive	really cool prof. one of the best at UIC
;null	 teacher	 positive	Love her!
;professors	 teacher	 positive	By far one of the coolest and best professors I've had.
;class	 course	 neutral	The class wasn't hard at all but you definitely have to put some work in to get an A.
;quizzes;exams	 exam exam	 positive positive	Study for Friday quizzes and exams a lot and you'll get the A.
;prof	 teacher	 positive	Overall, awesome prof and he has great taste in music.
;student	 counseling	 positive	He relates to each student personally as well.
;teacher;lecture slides	 teacher presentation	 positive neutral	Dr. Molumby is a great teacher, but you really need to pay attention to all the minute details on his lecture slides.
;labs	 relevance	 negative	Labs are a joke - it's all busy work.
;null;course	 teacher course	 positive positive	She really brought the class together and the course was really interesting.
;class	 course	 positive	The class was pretty easy.
;stories;exams	 relevance exam	 positive positive	He tells some fascinating stories in class, all of which are relevant and many ended up on exams.
;communication	 communication	 negative	Very confusing teacher, does not break things down and was terrible with communication.
;teacher	 teacher	 positive	By far the greatest teacher i have ever had!
;null	 presentation	 negative	I don't get calculus and he isn't helping much!
;null;exams;lectures	 teacher exam presentation	 positive negative negative	very nice guy, but the lectures are very confusing, and the exams are tricky
;history;equations;course material	 presentation presentation course	 negative negative negative	He wastes his time talking about the history of equations, but the course material is not nearly as bad as it's reputation.
;class;diagrams;questions;exams	 course exam exam exam	 negative negative negative negative	His class was definitely a challenge at first because he mainly only uses diagrams and true/false questions on his exams.
;teacher	 teacher	 positive	He is an amazing teacher!
;lectures	 presentation	 positive	He makes CS approachable for beginners, and his lectures are awesome and are full of funny jokes and candies.
;class	 counseling	 positive	Professor Schurter is a great guy who is always there to help out with things inside or outside of class.
;null	 teacher	 positive	He is easy if you just pay attention!
;tests;assignment	 exam exam	 neutral neutral	3 tests & 1 assignment.
;teacher	 teacher	 negative	Professor Cook is a terrible teacher, and an even worse comedian.
;quizzes;exams	 exam exam	 neutral neutral	Weekly quizzes and 3 exams (no surprises)
;questions;null	 exam relevance	 negative negative	He gives the kind in which most of the questions, he would cherry pick information that was mentioned in passing, like an afterthought, and not actually important to the course.
;null	 teacher	 positive	He is a cool guy.
;quizzes;review	 exam exam	 positive positive	Holds weekly review for quizzes.
;null;null	 grading grading	 positive negative	never got above a 65 percent in the class but with lab and lecture points got a B.
;tools;letter grade	 presentation presentation	 positive positive	Mr. Everett wants you to walk away from his class with the tools for the future and not just the letter grade.
;class;null	 course teacher	 positive positive	take him for anth 045, it's the easiest class he teaches and you will love him for it.
;tests;information	 exam communication	 negative positive	His tests are tough, but he gives you the information - just study.
;null	 teacher	 positive	very cool guy,a lot of info and a very bright mind.
;null;null	 presentation counseling	 positive positive	He makes himself very available and doesn't drench you in work.
;null	 grading	 negative	But it's definately not for someone looking for an easy A.
;null	 communication	 positive	Made the enviroment comfortable and tried to get everyone involved.
;class	 course	 positive	If you take the notes and read the assigned readings the class isn't impossible.
;role	 communication	 neutral	Doesn't even take role/count participation.
;help	 counseling	 positive	He will offer as much help as you are willing to take.
;null	 counseling	 positive	She is really helpful in class.
;null	 teacher	 positive	He's awesome.
;106a;null	 teacher teacher	 positive positive	106A with Mehran, the best class ever.
;questions;problems;direction	 presentation presentation presentation	 negative negative negative	he doesn't take questions in class, goes over problems way too fast and with no clear direction to them.
;class	 course	 positive	This was oddly the easiest class of my life.
;teacher	 teacher	 positive	Really good teacher...highly recom.
;problems;equations	 presentation presentation	 negative negative	He never solved problems completely out and he'd derive some equations and confuse you so much.
;exams;annectodes	 exam exam	 positive positive	His questions on exams just require you to remember his annectodes, which are actually entertaining, and to also use common sense.
;essays;research paper;project	 exam exam exam	 positive positive positive	You get to turn one of your regular essays into the research paper, which makes that big project so much easier at the end of term.
;grade	 grading	 positive	he makes it relatively eay to get a good grade if you ar willing to work for it (but not teach urself)
;tutoring places;lecture	 counseling presentation	 negative negative	I got more help at the tutoring places than going to lecture all semester.
;stuff	 knowledge	 positive	i hate calculus..but i guess he knows his stuff..if i went to class i guess that would help...
;null	 teacher	 positive	You know, I liked him personally because he is friendly but really did not care for his wanna be rock star image, sideburns and political garbage.
;null	 teacher	 positive	Overall, awesome is the word fits him most accurately.
;professor	 teacher	 positive	Good professor!
;tangents;material	 presentation presentation	 negative negative	He tends to go off on tangents and not fully cover the material.
;null	 teacher	 positive	i would def take him again
;professor	 teacher	 positive	She is really a great professor.
;exams	 exam	 negative	The exams are very tricky and hard well.
;null	 presentation	 negative	Expects you to know a lot more than he's covered.
;lectures	 presentation	 positive	He is funny, his lectures are pretty interesting.
;exam	 exam	 negative	And he won't tell you what is on the exam.
;exams;powerpoints;old exams	 exam exam exam	 neutral neutral neutral	Only way to study for his exams is going through the powerpoints and old exams.
;null	 teacher	 positive	I love Randy!
;professor	 teacher	 positive	Just a great professor all around.
;clicker questions	 presentation	 positive	Clicker questions in class are the key.
;material;class	 presentation presentation	 neutral positive	the material itself isn't very interesting, but he made it fun and i actually looked forward to going to his class in the morning.
;attendance	 attendance	 positive	doesn't take attendance
;class	 presentation	 positive	Probably my favorite class I've ever taken!
;job	 teacher	 positive	She does her job and go, no extras!
;office hours;class	 counseling counseling	 positive positive	He is very helpful during office hours and after class.
;questions;exam;lecture	 exam exam exam	 neutral neutral neutral	One or two questions on exam is from lecture.
;null;questions	 presentation communication	 positive positive	Mehran Sahami, what Stanford is all about, great teaching, new ideas, helping you ask big questions and build awesome stuff.
;teacher	 teacher	 positive	NICEST TEACHER.
;curve	 grading	 negative	refuses to give a curve when he fails to project his voice.
;null	 counseling	 positive	ASK if you dont get it, he will definetely clarify.
;numbers;problems;student	 presentation presentation presentation	 negative negative negative	he doesn't use numbers in his problems ever even if a student yells to him that he should.
;null	 grading	 positive	It's impossible to not get an A in this class.
;class;exams	 attendance attendance	 neutral neutral	You need to go to class, but as long as you do, you will do well on the exams.
;class	 course	 negative	Cook makes this a really hard class.
;exams;formulas	 exam exam	 positive positive	His exams are not hard, you just need to know what formulas to apply.
;class;exams;null	 course exam counseling	 negative positive positive	The class isnt easy but exams are only worth half of your grade and there are plenty of opportunities for extra help.
;si review sessiosn	 counseling	 positive	He's good just go to the SI review sessions, they really help a lot.
;students	 counseling	 positive	Would do anything to help his students succeed.
;quizzes;nyt readings	 exam exam	 negative negative	The quizzes and NYT readings are stupid and pointless.
;professors;students	 teacher presentation	 positive positive	She is what other professors should look towards as a role model on how to run a class: respectful of her students, very informative, but does NOT allow other students to gain the upper hand during lectures.
;null	 teacher	 negative	I am not trying to slam the man but I'm just being honest.
;null	 grading	 positive	He's empathetic about the grading.
;essays	 exam	 negative	His essays were very difficult for me.
;question;diagram;exam	 exam exam exam	 negative negative negative	Every question on the exam is true or false based on how well you can interpret and memorize a diagram.
;lecture	 presentation	 positive	If she feels like we're not understanding she starts the lecture overrewords to ensure u understand.
;personality	 teacher	 positive	He is helpful when needed and has a great personality.
;calc	 teacher	 negative	If you have never taken calc then DO NOT take it with him.
;attendance;quiz	 attendance exam	 positive negative	Quiz everyday and attendance is important.
;teacher	 teacher	 positive	Simply awesome teacher
;teacher	 teacher	 positive	Professor Christopher is an excellent teacher.
;gpa	 grading	 positive	Had her three times this semester, and I wouldn't have gotten my gpa where it could be without her.
;professors	 teacher	 positive	Molumby is one of the best professors @ UIC!
;emails	 counseling	 positive	However, Professor Christopher was very helpful and responds to emails pretty quickly.
;exams	 exam	 positive	STUDY PAST EXAMS.
;questions	 exam	 negative	loves trick questions
;old exams	 exam	 neutral	STUDY THE OLD EXAMS THEY ARE ALMOST EXACTLY THE SAME!
;null	 presentation	 negative	She has the ability to turn interesting topics into boring ones and does not allow anything outside of her rules.
;effort	 teacher	 positive	He was challenging but I learned a lot and I really appriciate the effort he put in to his students.
;tests	 exam	 neutral	Although his tests are hard, they are not meant to trick you.
;class	 presentation	 positive	If you pay attention, you will love this class.
;political views	 presentation	 positive	Yes, he's got crazy political views but he knows how to teach.
;lecture	 presentation	 negative	You won't be able to hear any of the lecture unless you sit in the front row.
;mistakes;class;syllabus	 teacher teacher teacher	 positive positive positive	If he made any mistakes, he would address it in the class and even compromise the syllabus if need be.
;exams;questions	 exam exam	 neutral neutral	He DOESN'T use the old questions from old exams.
;ta	 grading	 negative	AND THE TA GRADES HARSH.
;final grades	 grading	 positive	He even admitted he thought the exam was too hard so he would scale the final grades for our class.
;tests	 exam	 neutral	Bear with him, because what he says could end up on the tests!
;teacher	 teacher	 positive	This is not a high school , I believe he is a great teacher.
;technology	 teacher	 neutral	a little out of his element as far as technology goes, but actually cares about his students.
;null	 presentation	 negative	He's very unclear, and his jokes probably got old around the dawn of indoor plumbing.
;newman cafe;morning	 counseling counseling	 positive positive	Impossible to do poorly since you can meet him at Newman Cafe almost any morning and eat/chat with him.
;brit lit	 presentation	 positive	He makes brit lit very interesting.
;biology courses	 presentation	 negative	He does not teach what is needed to be taught in a biology courses.
;vocabulary	 presentation	 positive	He cares more about how biological systems work over straight-up vocabulary.
;teacher;person	 teacher teacher	 negative negative	Worthless teacher, worthless person, just worthless matter
;null	 presentation	 negative	Im sitting in his class and he just mentioned how people talk about his stance on Rate my prof. Thats laaammee.
;exams	 exam	 negative	His exams are difficult if you can't hear in lecture
;professor	 teacher	 positive	Yea great professor.
;tangents	 presentation	 negative	He goes on a lot of tangents too, which can be kind of annoying.
;null	 presentation	 positive	I love the fact that she relates her life to her students because she has once been where we are and she keeps it real.
;si sessions	 counseling	 positive	Doesn't mesh well with my style, however the SI sessions were the only reason I passed the class!
;class	 teacher	 positive	I was always excited about coming to her class everyday.
;grader	 grading	 negative	Dont get Natasha Godard shes retarded grader and has hairy legs yuck!
;lecture	 attendance	 neutral	GO TO LECTURE.
;tests	 exam	 negative	Doesnt prepare you for the tests well, but they arnt made by him...
;teacher	 teacher	 neutral	She seems like a cool person, but as a teacher...I dunno.
;cs106a	 relevance	 positive	If you've got to take CS106A and you're not too keen on it, you should definitely take it from Mehran.
;class;notes;exam questions;examples;class;book	 attendance exam exam exam exam exam	 positive positive positive positive positive positive	go to EVERY class, take really good notes b/c most of his exam questions are based on examples in class, read the book.
;null	 teacher	 positive	Best class I took so far.
;null	 teacher	 positive	Really passionate and all around awesome.
;class;ap bio;high school	 course course course	 positive neutral neutral	His class 151 is great, however I would find it to be more difficult if I had not taken AP Bio in high school.
;students	 presentation	 positive	Pushes students to think and dance fully every class.
;null	 relevance	 negative	Though it's interesting it doesn't help me learn!!!
;class	 course	 positive	anyone who failed her class must have been frequently absent or brain dead.. this class was pretty easy
;lecture	 presentation	 negative	Make sure you're well-rested before you come to class, because it's the typical lecture and you might fall asleep otherwise.
;null	 course	 neutral	Taking AP Bio before this class also makes it very easy to understand.
;teacher	 teacher	 negative	This teacher was way too interested in the sound of her own voice.
;book;tests;lecture	 exam exam exam	 neutral positive positive	Only read the book if he stresses it, tests are mostly from lecture.
;null;null	 teacher regularity	 neutral negative	a little confusing in class, and he has a habit of showing up late and letting the class leave anywhere between 10 and 30 minutes early every day.
;class;teacher	 teacher teacher	 positive positive	If you want an awesome class with an awesome teacher, takes this one.
;book	 presentation	 negative	The book is boring and pointless, because she covers it in class.
;exams	 exam	 positive	That's the info that he puts on his exams.
;professor	 teacher	 negative	He is a nice man, just not a good professor.
;null	 teacher	 negative	very boring and not clear.
;professor;exams	 teacher exam	 positive negative	Dr. Molumby if you're reading this - you are awesome professor, but those exams...not so awesome!
;null	 teacher	 positive	Definitely recommend taking, he is a great guy. 
;literature	 teacher	 positive	Everett is really passionate about literature and made me appreciate it all so much more than I did before.
;null	 exam	 positive	Pretty cool guy...when I had him, he gave a lot of chances for extra credit...Big time points.
;null;grade	 teacher grading	 positive neutral	One of the most interesting people at PSU Abington, extrmely friendly if you get to know him - don't expect a good grade if you don't put effort into this class!
;exams	 exam	 negative	Exams sucked
;class	 attendance	 positive	The best way to succeed in this class is to actually go to class and pay attention.
;class	 course	 positive	If you put the work in, you'll notice that you've learned more than you would have in a normal class.
;workload;exam	 course exam	 negative negative	The workload in this class was moderately heavy, and the exam is tough.
;teaching	 presentation	 positive	I liked him a lot, he really seems to like his students and enjoy teaching.
;null	 teacher	 positive	Sweetest lady ever.
;class	 course	 positive	This class honestly was the only class I actually enjoyed this semester.
;personality	 teacher	 negative	His personality kind of annoys me.
;class	 presentation	 positive	Professor Capelotti conducts an extremely intriquing class each and every time.
;null	 teacher	 positive	Dr. Molumby is excellent.
;textbook	 relevance	 negative	Textbook is useless.
;class	 presentation	 negative	He doesn't teach anything in class don't even bother going.
;stuff	 knowledge	 negative	I dont think she even understood half the stuff she was saying and most of it was B.S.
;tests	 exam	 negative	Tests are very hard- mainly tricky.
;grade	 grading	 positive	His class is certainly not an easy A -- you'll work for a nice grade -- but you will definitely learn from his criticism.
